id	x	y	cluster	weight<Links>	weight<Total link strength>
H07C	0.0474	0.6497	2	1	1
H07D	-0.16	0.7479	2	4	4
H07F	-0.3242	1.0541	2	4	5
H07G	-0.1517	0.3033	3	6	8
H07H	-0.5115	0.7594	2	3	3
H07J	-0.3858	0.8297	2	18	28
H07K	-0.6891	0.3282	1	5	7
H07L	-0.0155	0.6756	2	23	111
H07M	0.1089	0.2497	3	24	64
H07N	-0.3804	0.847	2	3	6
H07P	-1.0805	-0.287	1	4	4
H07Q	-0.5703	1.1065	2	9	20
H07R	-0.2241	0.5851	2	15	20
H07S	-0.2354	1.1095	2	1	1
H08B	0.123	0.573	2	9	11
H08C	-0.554	1.2095	2	1	1
H08F	-0.5209	1.2023	2	1	1
H08G	-0.6295	0.6048	2	3	3
H08H	0.4563	0.2006	3	4	4
H08J	-0.4547	0.9136	2	1	1
H08L	0.0477	0.6499	2	1	1
H08M	-0.8628	0.7333	2	1	1
H09B	-0.4905	0.8272	2	28	48
H09D	-0.5016	1.3061	2	1	1
H09F	-0.3486	0.7061	2	3	3
H09G	-0.2706	0.9065	2	9	22
H09H	-0.6052	0.6889	2	11	11
H09J	-0.331	0.9118	2	9	11
H09K	-0.6201	0.7644	2	10	21
H09L	-0.3929	0.9802	2	10	17
H09M	-0.5743	1.0485	2	6	9
H09N	-0.3762	0.9671	2	10	30
H09Q	-0.5941	1.1946	2	5	12
H09R	-0.5535	0.4408	2	4	4
H09S	-0.3884	0.8887	2	2	2
H09V	-0.2134	0.8257	2	2	2
H10B	-0.0934	0.81	2	329	394298
H10C	-0.3065	0.4291	2	3	3
H10D	-0.0127	0.6872	2	94	2397
H10F	0.1024	0.4316	2	167	2132
H10H	-0.009	0.5203	2	119	1702
H10I	-0.2351	1.1092	2	1	1
H10J	-0.2215	0.6743	2	9	14
H10K	0.3197	0.36	2	415	460712
H10L	-0.0267	0.7541	2	27	140
H10M	0.5461	0.2168	3	9	13
H10N	-0.1133	0.4492	2	636	797941
H10Q	-0.4884	0.6957	2	2	2
H10R	-0.4637	0.4873	2	16	36
H10S	-0.0958	0.8592	2	13	26
H11B	0.5038	0.1222	3	2	2
H11C	-0.2718	1.206	2	2	3
H11J	0.0308	0.7575	2	6	7
H11K	1.28	0.3402	5	4	4
H11L	0.0164	0.663	2	7	14
H11M	0.0251	0.2826	3	1	1
H11P	-0.4954	1.0775	2	2	3
H11R	-0.6224	0.5423	2	1	1
H11S	-0.1543	0.9914	2	2	2
H12N	1.5183	0.3267	5	2	2
H12P	-0.6906	0.594	2	3	3
H13K	-0.5489	1.2579	2	2	2
H14B	-0.6035	1.2351	2	2	2
H14N	-0.3957	1.0464	2	5	6
H14Q	-0.6511	1.26	2	1	1
H15B	-0.8183	-0.5226	1	2	2
H15K	-0.2011	0.7879	2	2	2
H16B	0.4196	0.4582	5	2	2
H16C	-0.8164	-0.4614	1	2	2
H16D	-0.825	-0.3703	1	3	3
H16F	-0.7145	-0.4447	1	2	2
H16H	-1.0144	-0.2055	1	5	8
H16K	-0.541	-0.4174	1	2	4
H16L	-0.5181	-0.5233	1	1	1
H19R	-0.0595	0.5694	2	2	2
H20B	-0.6273	0.3396	2	1	1
H20H	-0.502	0.8602	2	6	6
H20K	-0.7371	0.0133	1	16	39
H20M	-0.8627	0.7336	2	1	1
H20P	-0.8978	-0.0063	1	10	14
H20Q	-0.6051	1.1926	2	3	3
H21A	-0.4633	1.0189	2	12	14
H21B	-0.0895	0.3959	2	2	2
H21C	-0.4056	0.2784	2	15	30
H21D	0.2221	-0.0941	5	6	7
H21G	-0.2666	0.3867	3	2	2
H21H	-0.1634	-0.0507	2	7	14
H21K	-0.1978	0.2762	3	3	7
H21L	0.1803	0.4209	2	7	9
H21N	-0.281	0.8661	2	8	12
H21P	1.3534	-0.2254	5	3	3
H21Q	-0.5952	0.7352	2	3	3
H21R	0.0847	0.7482	2	1	1
H21V	-0.6926	0.4943	2	2	2
H22C	1.1563	-0.4236	5	3	3
H22M	-0.7427	0.5726	2	2	2
H22P	-0.9338	0.0071	1	2	2
H23C	1.227	-0.0248	5	4	5
H23F	-0.5017	1.306	2	1	1
H23G	0.4255	0.402	5	8	15
H23H	-0.5211	1.2022	2	1	1
H23I	1.4008	-0.1854	5	1	1
H23J	1.4463	-0.0192	5	4	5
H23K	-0.5472	0.4244	2	2	2
H23L	1.4051	-0.056	5	16	23
H23M	-0.559	1.2419	2	3	3
H23P	-0.2603	0.0472	6	7	7
H24B	0.1397	0.5445	4	2	2
H24C	0.6167	-0.5794	4	1	1
H24D	0.0932	-0.206	4	2	2
H24F	0.4616	-0.4703	4	1	1
H24H	0.0636	-0.3196	4	3	3
H24J	-0.5498	1.1665	2	3	3
H24L	-0.5254	1.1473	2	3	4
H24N	-0.5006	1.108	2	3	3
H24Q	-0.6298	1.1841	2	2	2
H25B	-0.3043	-0.554	6	3	3
H25D	0.4142	-0.1262	5	6	7
H25K	0.0949	0.5336	2	3	4
H26D	-0.0482	-0.2798	6	3	3
H27H	-0.707	0.5683	2	1	1
H29J	0.0363	-0.3223	3	1	1
H30K	-0.3428	0.2978	2	4	4
H30L	-0.5464	1.1021	2	4	4
H30M	-0.5757	1.3123	2	1	2
H31J	0.1636	0.4793	2	5	5
H31K	-0.5536	1.2098	2	1	1
H32B	0.0649	0.049	3	4	4
H40B	-0.5505	1.0474	2	12	14
H40J	-0.5242	1.1478	2	6	8
H40L	-0.5558	1.1268	2	8	9
H40M	-0.5508	1.1573	2	2	4
H40N	-0.4222	0.7685	2	4	8
H41B	0.267	-0.61	4	1	2
H41G	0.1818	-0.8083	7	1	1
H41J	0.6182	-0.5681	5	2	2
H41M	-0.3951	1.0113	2	4	4
H42D	-0.5498	1.1392	2	1	1
H42J	-0.1821	0.3856	2	3	3
H43B	0.2974	-0.6956	4	2	5
H43D	0.3837	-0.6353	4	1	1
H44B	-0.016	-0.5084	4	1	1
H44L	-0.5619	1.1491	2	5	5
H44N	-0.3919	0.9043	2	2	2
H45C	-0.3318	-0.8104	4	1	1
H45D	0.2382	0.1839	4	3	3
H45F	-0.3963	-0.9017	4	1	1
H46B	0.2543	-0.8927	4	1	1
H47B	-0.465	0.3952	2	9	11
H47C	-0.6861	-0.7422	4	2	5
H47F	-0.2511	-0.2712	4	8	9
H47G	-0.1363	-0.4074	4	5	10
H47J	0.1126	-0.6217	4	4	6
H47K	0.0172	-1.0848	4	2	3
H47L	0.0648	-0.9805	4	1	2
H51R	-0.0597	0.5692	2	2	2
H52P	-0.7843	-0.0217	1	2	3
H60C	-0.091	0.0954	3	1	1
H60G	-0.9462	-0.3882	1	1	1
H60H	-0.6302	-0.5505	1	4	6
H60L	-0.8557	0.0252	1	7	7
H60N	0.2826	-0.4015	3	5	5
H60Q	-1.0928	0.2751	1	1	1
H60R	-0.1206	-0.6252	4	1	1
H61B	0.1648	0.4511	4	21	69
H61C	0.0312	0.0767	4	4	6
H61D	0.4688	0.4188	5	3	3
H61F	0.3818	0.3428	4	21	34
H61G	0.0157	0.7076	2	5	5
H61H	-0.0961	0.2481	4	4	4
H61J	0.19	0.5321	2	7	13
H61K	1.4114	0.2043	5	20	121
H61L	0.4745	0.1605	4	11	13
H61M	0.3353	0.0478	4	3	10
H61N	0.3559	0.3842	4	4	7
H61R	-0.616	0.9699	2	4	4
H61S	-0.0535	0.9035	2	2	2
H62B	0.1972	-0.2399	3	6	7
H62C	-0.6101	0.1132	1	2	2
H62D	0.3234	-0.0587	3	8	8
H62J	-0.5136	0.2518	3	3	3
H62K	-0.7935	0.1212	1	3	4
H63A	-0.4871	0.4161	2	2	2
H63B	-0.3209	0.2671	4	6	14
H63F	-0.2882	0.5828	2	6	25
H63H	-0.4643	0.3077	2	1	3
H63J	-0.7066	1.0117	2	1	1
H63K	-0.2011	0.7879	2	2	2
H63L	-0.4497	0.7478	2	3	3
H63M	-0.5758	1.3122	2	1	1
H64B	-0.5759	1.0752	2	5	5
H64D	-0.8635	-0.0004	7	2	2
H64G	-0.9982	0.2974	1	1	1
H64J	-0.4577	1.0609	2	5	6
H64N	-0.3845	0.8728	2	2	2
H64Q	-0.6167	1.2098	2	3	4
H65B	-0.0397	0.2614	2	1	1
H65D	-0.5636	-0.6012	6	1	1
H65G	-0.1422	0.7548	2	3	4
H65H	-0.0611	-0.0408	3	9	12
H65J	-0.0597	0.5695	2	2	2
H65K	-0.1246	0.4432	2	4	7
H77F	0.0575	0.1237	4	2	2
H81B	-0.4085	0.6938	2	4	6
H81L	0.0001	0.7954	2	2	3
H81R	-0.6222	0.5428	2	1	2
H91L	0.0985	0.6498	2	2	5
H91R	-0.401	0.515	2	2	2
H91S	-0.2134	0.6206	2	2	2
H92K	-0.8145	0.1339	1	1	1
H94B	-0.4482	1.0226	2	2	2
H94N	-0.2785	0.9012	2	3	3
H94Q	-0.5677	1.1239	2	4	4
H95H	0.1399	0.5057	2	4	4
H95K	-0.397	0.8777	2	2	2
H99Z	-0.3064	0.3899	2	55	111
I01F	-0.3101	0.1796	2	1	1
I01T	0.6816	-0.8397	3	1	1
I02B	-1.1028	-0.4701	1	1	1
I03T	0.6817	-0.84	3	1	1
I04L	-0.529	1.0766	2	4	4
I12N	1.4825	0.3593	5	3	3
I15D	0.682	-0.8398	3	1	1
I16D	-1.0995	-0.5158	1	1	1
J02K	-0.8289	0.1287	1	3	3
J06K	-0.316	0.9051	2	2	2
J24J	-0.0919	0.6555	2	1	1
J25J	-0.1301	-0.3278	3	5	5
K01L	0.2262	-0.5417	6	1	1
K01R	-0.6224	0.5426	2	1	1
K02K	0.4917	0.5895	5	3	3
K03K	-0.5984	1.0738	2	3	3
K11D	1.3597	0.1412	5	3	3
K23Q	-0.0886	0.2711	2	4	4
K47K	0.2054	-1.2053	4	1	1
K60J	-1.1522	-0.5136	1	1	1
K63B	-0.2892	0.0586	4	1	1
K63F	-0.5096	0.5217	2	1	1
L00C	1.0825	0.0354	5	13	33
L07C	1.1458	0.1955	5	2	3
L07D	1.3884	0.2105	5	3	3
L07L	0.9077	0.2414	5	11	13
L08F	0.7601	0.0711	3	4	4
L08K	0.7643	0.0707	3	2	2
L08L	0.3436	-0.206	3	5	5
L11D	1.2089	0.1121	5	4	4
L12N	1.4312	0.2394	5	6	7
L22L	0.2775	-0.0114	3	2	2
L30B	0.5973	0.2331	3	3	3
L60R	-0.9539	-0.0892	1	1	1
L63B	-0.2895	0.0583	4	1	1
M01C	-0.0132	0.7622	2	2	2
M01J	0.085	0.748	2	1	1
M01L	0.0031	0.6449	2	2	4
M01M	-0.0848	0.3035	3	8	12
M01R	-0.4007	0.5151	2	2	2
M02G	-0.4431	-0.5603	1	2	2
M04B	-0.5898	1.1642	2	4	4
M04L	-0.5221	1.1083	2	8	12
M04N	-0.3373	0.8417	2	1	1
M04Q	-0.5309	1.104	2	4	4
M05B	-0.1232	-0.0662	1	6	6
M23B	0.2191	-0.1256	6	3	3
M41J	-0.0678	0.4875	2	4	14
M61G	-0.3014	0.556	2	6	6
N01B	0.3815	0.1961	4	2	2
N01H	-0.5162	0.7433	2	4	4
N01N	-0.462	0.6311	2	11	12
N04N	-0.3235	0.8868	2	7	7
N04Q	-0.3233	0.8867	2	7	7
N23D	-0.1976	-0.6792	6	2	2
O04B	0.6509	-1.0353	3	1	1
O06F	0.2965	0.6446	2	1	1
O08L	0.6953	0.0736	3	3	3
O12N	1.5246	0.3163	5	2	2
O21V	-0.142	-0.5005	1	1	1
P01H	0.5906	0.0739	5	3	3
P01N	0.6426	-0.0314	3	3	3
P02G	0.5046	-0.2265	3	6	6
P02M	-0.9158	-0.0451	1	6	6
P16B	-0.3831	-0.2116	1	3	3
P16K	-0.9023	-0.365	1	1	1
P21H	0.3967	-0.1483	3	2	2
P21V	-0.462	0.4448	2	6	6
P23D	-0.3937	-0.236	1	4	4
P23L	1.4634	0.1143	5	3	3
P23Q	-0.453	0.2394	1	2	3
P25D	-0.342	-0.5244	1	4	4
P32B	-0.3284	-0.0756	3	2	2
P60P	-0.9537	-0.0896	1	1	1
P60Q	-0.7993	0.1819	1	4	4
P61P	1.6242	0.2362	5	2	2
P65D	0.084	-0.4665	4	1	1
Q01F	1.4634	0.1567	5	2	2
Q01J	1.0534	-0.3733	5	1	2
Q01N	0.6293	0.4865	5	1	1
Q01R	-0.2982	0.9559	2	4	4
Q05B	-0.3559	-0.2107	6	2	2
Q06F	-0.4968	0.9821	2	2	2
Q08J	0.645	-0.1485	3	5	5
Q09G	-0.3636	1.0629	2	1	1
Q10H	-0.6685	0.9324	2	1	1
Q11C	-0.3578	1.2741	2	1	1
Q61B	1.5013	0.2223	5	2	2
Q61K	1.2799	0.3403	5	4	8
Q72P	0.2519	-0.4147	3	1	1
R01N	1.2092	0.1033	5	7	7
R01S	0.1086	0.7136	2	3	3
R02D	-1.3677	-0.0074	1	2	2
R04C	-0.85	-0.1054	1	2	2
R05B	-0.0452	-0.4228	4	6	6
R05R	-1.1787	-0.242	1	2	2
R06B	-0.6528	-0.6338	1	2	2
R06F	-0.3967	0.878	2	2	2
R16K	-0.643	-0.2722	1	1	1
R24B	0.1121	-0.1603	6	5	5
R25D	-0.254	-0.5014	1	3	3
R29G	0.5628	-0.1568	3	2	2
R32B	0.6678	-0.3746	3	3	3
R60C	-0.4952	0.7698	2	5	5
R60J	-1.0604	-0.3103	1	2	2
R60K	-0.9592	-0.422	1	1	1
R60R	-0.6649	0.3635	2	4	4
R60T	-0.9542	-0.0888	1	1	1
R61C	-0.9146	0.0797	1	1	1
R65H	0.2527	-0.4588	3	1	1
S01G	0.564	0.0065	3	3	3
S01R	-0.1206	0.7027	2	2	2
S03B	-0.215	0.8339	2	2	2
S06F	-0.585	0.7413	2	2	2
S09G	-0.3629	0.8562	2	4	4
S16H	-0.9588	-0.4218	1	1	1
S25D	-0.0988	-0.6371	1	2	2
S30B	0.2707	0.5368	2	4	4
S45D	0.1435	-0.6554	4	6	6
S60S	-1.1637	-0.2622	1	1	1
S61D	0.4061	0.3013	4	2	2
S61F	0.6426	-0.0681	4	3	3
S61K	1.4635	0.157	5	2	2
S61P	1.4311	0.1965	5	4	5
S62F	0.6353	-0.0347	3	5	5
T01N	1.4008	0.1856	5	4	6
T04B	-0.9102	-0.4761	1	3	3
T04D	-0.8617	-0.1359	1	2	2
T23K	1.674	-0.1223	5	3	3
T23L	1.674	-0.1224	5	3	3
T61K	1.4259	0.2324	5	16	79
T61L	0.9501	-0.0627	4	1	1
U09J	0.3734	-0.3088	3	3	3
U21F	0.0134	-0.5252	3	2	2
V01B	0.7377	-0.1225	3	2	2
V01G	-0.8301	-0.3305	1	1	1
V05D	0.1797	0.3196	3	4	4
V07C	1.2869	0.208	5	1	1
V07F	1.1265	0.2861	5	1	1
V08B	1.5591	0.0517	5	1	1
V10L	0.8072	0.0804	3	1	1
V27K	0.5805	-0.6117	3	2	2
W01D	-0.7163	-0.839	1	1	1
W01Y	-0.3443	0.6284	2	2	2
W04D	-0.352	-0.7055	1	1	1
W51P	1.1701	0.1888	3	1	1
X04B	0.222	0.1564	3	2	2
X09D	0.7495	0.1584	3	1	1
X12G	1.4804	0.1206	5	3	3
X12P	1.5135	0.2766	5	6	6
X60J	-1.1524	-0.5139	1	1	1
X99X	0.1171	-0.6489	4	39	105
Y01H	-0.5976	0.4412	2	1	1
Y01L	-0.0238	0.8648	2	2	2
Y04M	-0.5497	1.1394	2	1	1
Z99Z	-0.1032	0.5447	2	19	19
