id,x,y,cluster,weight<Links>,weight<Total link strength>,label,score<AI2015>,Weight<AICount2015>,score<AI2016>,Weight<AICount2016>,score<AI2017>,Weight<AICount2017>,score<AI2018>,Weight<AICount2018>,score<AI2019>,Weight<AICount2019>,score<AI2020>,Weight<AICount2020>,score<AI2021>,Weight<AICount2021>,score<AI2022>,Weight<AICount2022>,score<AI2023>,Weight<AICount2023>,score<AI2024>,Weight<AICount2024>
F25J,0.6522,0.6247,3,396,82869,LIQUEFACTION. SOLIDIFICATION. OR SEPARATION OF GASES OR GASEOUS MIXTURES BY PRESSURE AND COLD TREATMENT (cryogenic pumps F04B0037080000;gas storage vessels. gas-holders F17;filling vessels with. or discharging from vessels. compressed. liquefied. or solidified gases F17C;refrigeration machines. plants. or systems F25B),0,0,0,0,1,1,2,2,7,7,4,4,0,0,9,9,6,6,3,3
F26B,0.5985,0.0066,3,610,533187,DRYING SOLID MATERIALS OR OBJECTS BY REMOVING LIQUID THEREFROM (drying devices for combines A01D0041133000;racks for drying fruit or vegetables A01F0025120000;drying foodstuffs A23;drying hair A45D0020000000;body-drying implements A47K0010000000;drying household articles A47L;drying gases or vapours B01D;chemical or physical processes for dewatering or like separating liquids from solids B01D0043000000;centrifugal apparatus B04;drying ceramics C04B0033300000;drying yarns or fabrics in association with some other form of treatment D06C;drying frames for laundry without heating or positive air circulation. domestic laundry-or spin-driers. wringing or hot pressing laundry D06F;furnaces. kilns. ovens F27),14,14,26,26,69,69,84,84,91,91,152,152,205,205,159,159,150,150,60,60
F27B,0.6478,0.5811,7,557,408049,FURNACES. KILNS. OVENS OR RETORTS IN GENERAL; OPEN SINTERING OR LIKE APPARATUS,4,4,11,11,12,12,16,16,13,13,16,16,32,32,25,25,38,38,24,24
F27D,0.6093,0.5961,7,543,503107,DETAILS OR ACCESSORIES OF FURNACES. KILNS. OVENS OR RETORTS. IN SO FAR AS THEY ARE OF KINDS OCCURRING IN MORE THAN ONE KIND OF FURNACE,15,15,17,17,25,25,45,45,49,49,63,63,60,60,71,71,56,56,41,41
F28B,0.5971,0.8684,7,425,48254,STEAM OR VAPOUR CONDENSERS (condensation of vapours B01D0005000000;condensation during pretreatment of gases prior to electrostatic precipitation of dispersed particles B03C0003014000;steam engine plants having condensers F01K;liquefaction of gases F25J;details of heat-exchange or heat-transfer arrangements of general application F28F),0,0,0,0,0,0,0,0,1,1,2,2,1,1,3,3,2,2,3,3
F28C,0.6484,0.7738,7,437,73329,HEAT-EXCHANGE APPARATUS. NOT PROVIDED FOR IN ANOTHER SUBCLASS. IN WHICH THE HEAT-EXCHANGE MEDIA COME INTO DIRECT CONTACT WITHOUT CHEMICAL INTERACTION (heat-transfer. heat-exchange or heat-storage materials C09K0005000000; fluid heaters having heat generating means F24H;with an intermediate heat-transfer medium coming into direct contact with heat-exchange media F28D0015000000-F28D0019000000;details of heat-exchange apparatus of general application F28F),0,0,1,1,0,0,0,0,1,1,2,2,2,2,3,3,4,4,2,2
F28D,0.408,0.6887,7,589,616546,HEAT-EXCHANGE APPARATUS. NOT PROVIDED FOR IN ANOTHER SUBCLASS. IN WHICH THE HEAT-EXCHANGE MEDIA DO NOT COME INTO DIRECT CONTACT (heat-transfer. heat-exchange or heat-storage materials C09K0005000000; fluid heaters having heat generating means and heat transferring means F24H;furnaces F27;details of heat-exchange apparatus of general application F28F); HEAT STORAGE PLANTS OR APPARATUS IN GENERAL,5,5,6,6,4,4,9,9,7,7,30,30,23,23,10,10,11,11,12,12
F28F,0.4083,0.6716,7,580,636495,DETAILS OF HEAT-EXCHANGE OR HEAT-TRANSFER APPARATUS. OF GENERAL APPLICATION (heat-transfer. heat-exchange or heat-storage materials C09K0005000000;water or air traps. air venting F16),4,4,6,6,6,6,7,7,5,5,28,28,21,21,17,17,15,15,13,13
F28G,0.6035,0.7871,7,395,59768,CLEANING OF INTERNAL OR EXTERNAL SURFACES OF HEAT-EXCHANGE OR HEAT-TRANSFER CONDUITS. e.g. WATER TUBES OF BOILERS (cleaning pipes or tubes in general B08B0009020000;devices or arrangements for removing water. minerals. or sludge from boilers while the boiler is in operation. or which remain in position while the boiler is in operation. or are specifically adapted to boilers without any other utility F22B0037480000;removal or treatment of combustion products or combustion residues F23J;removing ice from heat-exchange apparatus F28F0017000000),8,8,13,13,13,13,16,16,12,12,22,22,15,15,15,15,12,12,7,7
F41A,-1.0023,0.3795,8,475,72959,FUNCTIONAL FEATURES OR DETAILS COMMON TO BOTH SMALLARMS AND ORDNANCE. e.g. CANNONS; MOUNTINGS FOR SMALLARMS OR ORDNANCE,10,10,20,20,37,37,46,46,60,60,58,58,48,48,48,48,47,47,25,25
F41B,-0.8476,0.2208,8,440,30509,WEAPONS FOR PROJECTING MISSILES WITHOUT USE OF EXPLOSIVE OR COMBUSTIBLE PROPELLANT CHARGE; WEAPONS NOT OTHERWISE PROVIDED FOR (projectiles for fishing. e.g. fish-spears. A01K0081000000; sports implements for throwing A63B0065000000. e.g. boomerangs A63B0065080000; stationary apparatus for projecting sports balls. e.g. tennis balls. A63B0069400000; throwing or slinging toys A63H0033180000;knives. axes B26B; projectiles or missiles other than those incorporating springs as projecting means F42B0006000000),9,9,14,14,17,17,20,20,15,15,12,12,20,20,20,20,11,11,9,9
F41C,-1.0652,0.3428,8,361,32212,SMALLARMS. e.g. PISTOLS OR RIFLES (projecting missiles without use of explosive or combustible propellant charge F41B); ACCESSORIES THEREFOR,2,2,0,0,2,2,4,4,4,4,7,7,0,0,1,1,2,2,0,0
F41F,-1.0275,0.4992,8,348,29438,APPARATUS FOR LAUNCHING PROJECTILES OR MISSILES FROM BARRELS. e.g. CANNONS (smallarms F41C); LAUNCHERS FOR ROCKETS OR TORPEDOES; HARPOON GUNS (functional features or details common to both smallarms and ordnance. mountings therefor F41A;projecting missiles without use of explosive or combustible propellant charge F41B),3,3,12,12,27,27,17,17,18,18,35,35,14,14,28,28,20,20,14,14
F41G,-1.0147,0.2314,8,371,74941,WEAPON SIGHTS; AIMING (optical aspects thereof G02B),30,30,15,15,50,50,37,37,34,34,51,51,32,32,60,60,41,41,25,25
F41H,-0.557,0.0578,8,524,90509,ARMOUR; ARMOURED TURRETS; ARMOURED OR ARMED VEHICLES; MEANS OF ATTACK OR DEFENCE. e.g. CAMOUFLAGE. IN GENERAL,41,41,62,62,150,150,142,142,191,191,177,177,131,131,142,142,174,174,94,94
F41J,-1.0412,0.1234,8,373,21598,TARGETS; TARGET RANGES; BULLET CATCHERS,8,8,9,9,23,23,21,21,42,42,34,34,39,39,40,40,41,41,17,17
F42B,-0.5959,0.4812,8,566,147273,EXPLOSIVE CHARGES. e.g. FOR BLASTING; FIREWORKS; AMMUNITION (explosive compositions C06B;fuzes F42C;blasting F42D),19,19,19,19,54,54,58,58,67,67,43,43,42,42,67,67,82,82,42,42
F42C,-0.7199,0.6033,8,393,41156,AMMUNITION FUZES (blasting cartridge initiators F42B0003100000;chemical aspects C06C); ARMING OR SAFETY MEANS THEREFOR (filling fuzes F42B0033020000;fitting or extracting primers in or from fuzes F42B0033040000;containers for fuzes F42B0039300000),0,0,0,0,3,3,5,5,5,5,12,12,7,7,9,9,11,11,8,8
F42D,-0.4356,0.6153,8,424,45890,BLASTING (fuses. e.g. fuse cords. C06C0005000000;blasting cartridges F42B0003000000),6,6,8,8,18,18,26,26,18,18,29,29,18,18,35,35,34,34,26,26
F99Z,-0.7826,0.4141,8,18,19,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G01B,-0.3575,-0.031,1,634,1261296,MEASURING LENGTH. THICKNESS OR SIMILAR LINEAR DIMENSIONS; MEASURING ANGLES; MEASURING AREAS; MEASURING IRREGULARITIES OF SURFACES OR CONTOURS,777,777,943,943,1179,1179,1354,1354,1816,1816,1935,1935,1846,1846,1896,1896,2000,2000,1155,1155
G01C,-0.7458,0.043,1,586,994348,MEASURING DISTANCES. LEVELS OR BEARINGS; SURVEYING; NAVIGATION; GYROSCOPIC INSTRUMENTS; PHOTOGRAMMETRY OR VIDEOGRAMMETRY (measuring liquid level G01F; radio navigation. determining distance or velocity by use of propagation effects. e.g. Doppler effect. propagation time. of radio waves. analogous arrangements using other waves G01S),1006,1006,1616,1616,2416,2416,2831,2831,3381,3381,3890,3890,3568,3568,3778,3778,4225,4225,2671,2671
G01D,-0.5676,0.0072,1,624,951307,MEASURING NOT SPECIALLY ADAPTED FOR A SPECIFIC VARIABLE; ARRANGEMENTS FOR MEASURING TWO OR MORE VARIABLES NOT COVERED BY A SINGLE OTHER SUBCLASS; TARIFF METERING APPARATUS; TRANSFERRING OR TRANSDUCING ARRANGEMENTS NOT SPECIALLY ADAPTED FOR A SPECIFIC VARIABLE; MEASURING OR TESTING NOT OTHERWISE PROVIDED FOR,190,190,415,415,606,606,756,756,882,882,1224,1224,1221,1221,1202,1202,1389,1389,1245,1245
G01F,-0.139,0.2031,1,609,511261,MEASURING VOLUME. VOLUME FLOW. MASS FLOW. OR LIQUID LEVEL; METERING BY VOLUME,47,47,101,101,108,108,151,151,177,177,230,230,243,243,256,256,218,218,132,132
G01G,-0.2898,-0.0311,1,599,189052,WEIGHING,40,40,41,41,92,92,105,105,173,173,210,210,259,259,250,250,186,186,97,97
G01H,-0.7238,0.0643,1,522,179524,MEASUREMENT OF MECHANICAL VIBRATIONS OR ULTRASONIC. SONIC OR INFRASONIC WAVES,43,43,73,73,101,101,139,139,208,208,305,305,316,316,369,369,388,388,238,238
G01J,-0.3917,-0.0704,1,602,518968,MEASUREMENT OF INTENSITY. VELOCITY. SPECTRAL CONTENT. POLARISATION. PHASE OR PULSE CHARACTERISTICS OF INFRARED. VISIBLE OR ULTRAVIOLET LIGHT; COLORIMETRY; RADIATION PYROMETRY,139,139,224,224,331,331,351,351,489,489,1225,1225,926,926,780,780,671,671,432,432
G01K,-0.3541,0.1026,1,611,380606,MEASURING TEMPERATURE; MEASURING QUANTITY OF HEAT; THERMALLY-SENSITIVE ELEMENTS NOT OTHERWISE PROVIDED FOR (radiation pyrometry G01J0005000000),31,31,38,38,68,68,97,97,170,170,569,569,339,339,323,323,277,277,195,195
G01L,-0.4071,0.1103,1,616,534079,MEASURING FORCE. STRESS. TORQUE. WORK. MECHANICAL POWER. MECHANICAL EFFICIENCY. OR FLUID PRESSURE (weighing G01G),140,140,206,206,227,227,298,298,341,341,433,433,379,379,423,423,399,399,199,199
G01M,-0.3818,0.2155,1,613,756384,TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES; TESTING OF STRUCTURES OR APPARATUS. NOT OTHERWISE PROVIDED FOR,282,282,353,353,597,597,829,829,1119,1119,1319,1319,1283,1283,1564,1564,1747,1747,1183,1183
G01N,0.151,-0.0513,1,646,5322130,INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES (measuring or testing apparatus or processes other than immunoassay. involving enzymes or microorganisms C12M. C12Q),1385,1385,1965,1965,2762,2762,3639,3639,4943,4943,5497,5497,5886,5886,6113,6113,6149,6149,3818,3818
G01P,-0.6309,0.1247,1,589,422506,MEASURING LINEAR OR ANGULAR SPEED. ACCELERATION. DECELERATION OR SHOCK; INDICATING PRESENCE OR ABSENCE OF MOVEMENT;  INDICATING DIRECTION OF MOVEMENT  (measuring angular rate using gyroscopic effects G01C0019000000;combined measuring devices for measuring two or more variables of movement G01C0023000000;measuring velocity of sound G01H0005000000;measuring velocity of light G01J0007000000;determining direction or velocity of solid objects by reflection or reradiation of radio or other waves and based on propagation effects. e.g. Doppler effect. propagation time or direction of propagation. G01S;measuring speed of nuclear radiation G01T),72,72,102,102,131,131,176,176,187,187,262,262,249,249,278,278,247,247,151,151
G01Q,-0.2339,-0.2031,1,328,78225,SCANNING-PROBE TECHNIQUES OR APPARATUS; APPLICATIONS OF SCANNING-PROBE TECHNIQUES. e.g. SCANNING-PROBE MICROSCOPY [SPM],8,8,2,2,2,2,12,12,15,15,13,13,26,26,10,10,16,16,14,14
G01R,-0.6211,-0.0112,1,619,1534140,MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES (indicating correct tuning of resonant circuits H03J0003120000),470,470,706,706,808,808,1178,1178,1576,1576,1826,1826,1968,1968,2458,2458,2793,2793,1919,1919
G01S,-0.796,0.018,1,605,1171520,RADIO DIRECTION-FINDING; RADIO NAVIGATION; DETERMINING DISTANCE OR VELOCITY BY USE OF RADIO WAVES; LOCATING OR PRESENCE-DETECTING BY USE OF THE REFLECTION OR RERADIATION OF RADIO WAVES; ANALOGOUS ARRANGEMENTS USING OTHER WAVES,1301,1301,1938,1938,2766,2766,3223,3223,4176,4176,4926,4926,4969,4969,5359,5359,4838,4838,2840,2840
G01T,-0.2284,-0.1412,1,500,203841,MEASUREMENT OF NUCLEAR OR X-RADIATION (radiation analysis of materials. mass spectrometry G01N0023000000;tubes for determining the presence. intensity. density or energy of radiation or particles  H01J0047000000),44,44,77,77,76,76,117,117,166,166,113,113,146,146,104,104,102,102,61,61
G01V,-0.538,0.0477,1,596,405291,GEOPHYSICS; GRAVITATIONAL MEASUREMENTS; DETECTING MASSES OR OBJECTS; TAGS (means for indicating the location of accidentally buried. e.g. snow-buried. persons A63B0029020000),277,277,323,323,428,428,538,538,878,878,1066,1066,951,951,1014,1014,959,959,517,517
G01W,-0.8034,0.047,1,420,83485,METEOROLOGY (radar. sonar. lidar or analogous systems. designed for meteorological use G01S0013950000. G01S0015880000. G01S0017950000),47,47,73,73,69,69,162,162,222,222,338,338,336,336,414,414,476,476,353,353
G02B,-0.3439,-0.1938,1,632,3262560,OPTICAL ELEMENTS. SYSTEMS OR APPARATUS ,827,827,920,920,1107,1107,1048,1048,1226,1226,1160,1160,1015,1015,943,943,762,762,342,342
G02C,0.025,-0.4095,2,503,270009,SPECTACLES; SUNGLASSES OR GOGGLES INSOFAR AS THEY HAVE THE SAME FEATURES AS SPECTACLES; CONTACT LENSES,21,21,36,36,17,17,28,28,64,64,67,67,46,46,31,31,27,27,7,7
G02F,-0.4382,-0.2626,1,567,1747816,OPTICAL DEVICES OR ARRANGEMENTS FOR THE CONTROL OF LIGHT BY MODIFICATION OF THE OPTICAL PROPERTIES OF THE MEDIA OF THE ELEMENTS INVOLVED THEREIN; NON-LINEAR OPTICS; FREQUENCY-CHANGING OF LIGHT; OPTICAL LOGIC ELEMENTS; OPTICAL ANALOGUE/DIGITAL CONVERTERS,67,67,101,101,121,121,134,134,144,144,114,114,125,125,111,111,86,86,32,32
G03B,-0.5036,-0.3118,1,615,1239450,APPARATUS OR ARRANGEMENTS FOR TAKING PHOTOGRAPHS OR FOR PROJECTING OR VIEWING THEM; APPARATUS OR ARRANGEMENTS EMPLOYING ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES; ACCESSORIES THEREFOR (optical parts of such apparatus G02B;photosensitive materials or processes for photographic purposes G03C;apparatus for processing exposed photographic materials G03D),577,577,754,754,834,834,842,842,734,734,847,847,766,766,722,722,450,450,159,159
G03C,0.1582,-0.5222,2,544,345919,PHOTOSENSITIVE MATERIALS FOR PHOTOGRAPHIC PURPOSES; PHOTOGRAPHIC PROCESSES. e.g. CINE. X-RAY. COLOUR OR STEREO-PHOTOGRAPHIC PROCESSES; AUXILIARY PROCESSES IN PHOTOGRAPHY (photographic processes characterised by the use or manipulation of apparatus classifiable per se in subclass G03B. seeG03B),0,0,2,2,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
G03D,-0.2238,-0.6338,2,418,58420,APPARATUS FOR PROCESSING EXPOSED PHOTOGRAPHIC MATERIALS; ACCESSORIES THEREFOR,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0
G03F,-0.0602,-0.4456,2,548,1131102,PHOTOMECHANICAL PRODUCTION OF TEXTURED OR PATTERNED SURFACES. e.g. FOR PRINTING. FOR PROCESSING OF SEMICONDUCTOR DEVICES; MATERIALS THEREFOR; ORIGINALS THEREFOR; APPARATUS SPECIALLY ADAPTED THEREFOR (phototypographic composing devices B41B;photosensitive materials or processes for photographic purposes G03C;electrography. sensitive layers or processes G03G),46,46,50,50,91,91,124,124,197,197,164,164,239,239,209,209,166,166,53,53
G03G,-0.2565,-0.4871,2,561,811534,ELECTROGRAPHY; ELECTROPHOTOGRAPHY; MAGNETOGRAPHY (information storage based on relative movement between record carrier and transducer G11B;static stores with means for writing-in or reading-out information G11C;recording of television signals H04N0005760000),303,303,348,348,351,351,351,351,296,296,260,260,179,179,128,128,72,72,22,22
G03H,-0.5844,-0.5011,1,385,100519,HOLOGRAPHIC PROCESSES OR APPARATUS (holograms. e.g. point holograms. used as ordinary optical elements G02B0005320000;analogue computers performing mathematical operations with the aid of optical elements G06E0003000000;holographic storage G11B0007006500. G11C0013040000),13,13,37,37,48,48,49,49,66,66,92,92,71,71,71,71,48,48,20,20
G04B,-0.9688,-0.299,1,507,128168,MECHANICALLY-DRIVEN CLOCKS OR WATCHES; MECHANICAL PARTS OF CLOCKS OR WATCHES IN GENERAL; TIME-PIECES USING THE POSITION OF THE SUN. MOON. OR STARS (spring- or weight-driven mechanisms in general F03G;electromechanical clocks or watches G04C;electromechanical clocks with attached or built-in means operating any device at preselected times or after predetermined time intervals G04C0023000000;clocks or watches with stop devices G04F0007080000;structural details or housings specially adapted for electronic time-pieces with no moving parts G04G0017000000),5,5,10,10,5,5,8,8,8,8,4,4,7,7,8,8,3,3,1,1
G04C,-1.1712,-0.2526,1,436,128338,ELECTROMECHANICAL CLOCKS OR WATCHES (mechanical parts of clocks or watches in general G04B;electronic time-pieces with no moving parts. electronic circuitry for producing timing pulses G04G),3,3,2,2,1,1,1,1,2,2,2,2,1,1,0,0,0,0,1,1
G04D,-0.8846,-0.2709,1,306,15942,APPARATUS OR TOOLS SPECIALLY DESIGNED FOR MAKING OR MAINTAINING CLOCKS OR WATCHES,0,0,2,2,5,5,4,4,5,5,1,1,2,2,1,1,2,2,1,1
G04F,-1.1089,-0.2011,1,459,66223,TIME-INTERVAL MEASURING (measuring pulse characteristics G01R. e.g. G01R0029020000;in radar or like systems G01S),0,0,1,1,6,6,0,0,3,3,5,5,3,3,1,1,2,2,1,1
G04G,-1.1865,-0.294,1,438,190350,ELECTRONIC TIME-PIECES,13,13,17,17,15,15,19,19,17,17,21,21,23,23,16,16,17,17,5,5
G04R,-1.4664,-0.3041,1,189,25754,RADIO-CONTROLLED TIME-PIECES,2,2,2,2,3,3,3,3,2,2,13,13,1,1,9,9,4,4,4,4
G05B,-0.3581,0.0399,1,637,1115856,CONTROL OR REGULATING SYSTEMS IN GENERAL; FUNCTIONAL ELEMENTS OF SUCH SYSTEMS; MONITORING OR TESTING ARRANGEMENTS FOR SUCH SYSTEMS OR ELEMENTS   (systems for controlling or regulating non-electric variables G05D;  systems for regulating electric or magnetic variables G05F;  control devices or systems insofar as characterised by mechanical features only G05G),1807,1807,2490,2490,3397,3397,3741,3741,4557,4557,4523,4523,4605,4605,4436,4436,3994,3994,2730,2730
G05D,-0.2762,0.2734,4,639,1172640,SYSTEMS FOR CONTROLLING OR REGULATING NON-ELECTRIC VARIABLES,2566,2566,4634,4634,6980,6980,7377,7377,8961,8961,8864,8864,8794,8794,7949,7949,6487,6487,3587,3587
G05F,-0.9258,0.0476,1,511,253200,SYSTEMS FOR REGULATING ELECTRIC OR MAGNETIC VARIABLES,15,15,15,15,20,20,37,37,38,38,35,35,25,25,25,25,27,27,14,14
G05G,-0.6358,0.3601,4,554,213226,CONTROL DEVICES OR SYSTEMS INSOFAR AS CHARACTERISED BY MECHANICAL FEATURES ONLY ('Bowden' or like mechanisms F16C0001100000;gearings or mechanisms not peculiar to this purpose F16H;speed changing or reversing mechanisms for gearings conveying rotary motion F16H0059000000-F16H0063000000),19,19,30,30,38,38,37,37,35,35,60,60,40,40,25,25,29,29,4,4
G06C,-0.9549,-0.4042,1,384,19262,DIGITAL COMPUTERS IN WHICH ALL THE COMPUTATION IS EFFECTED MECHANICALLY (score computers for card games A63F0001180000),0,0,0,0,1,1,0,0,5,5,3,3,4,4,2,2,1,1,0,0
G06D,-0.8086,0.2822,4,180,2253,DIGITAL FLUID-PRESSURE COMPUTING DEVICES,0,0,1,1,1,1,1,1,3,3,1,1,2,2,2,2,1,1,2,2
G06E,-1.0542,-0.3679,1,210,18144,OPTICAL COMPUTING DEVICES (digital storage using optical elements G11C0013040000),18,18,19,19,20,20,23,23,42,42,44,44,86,86,42,42,24,24,10,10
G06F,-0.7075,-0.1932,1,646,7552400,ELECTRIC DIGITAL DATA PROCESSING (computer systems based on specific computational models G06N),7945,7945,10980,10980,15101,15101,20182,20182,28808,28808,36664,36664,42646,42646,44810,44810,53539,53539,37027,37027
G06G,-0.9966,-0.1915,1,518,120612,ANALOGUE COMPUTERS (analogue optical computing devices G06E0003000000;computer systems based on specific computational models G06N),37,37,33,33,43,43,80,80,60,60,43,43,40,40,47,47,46,46,9,9
G06J,-1.264,-0.2472,1,174,11636,HYBRID COMPUTING ARRANGEMENTS (optical hybrid computing devices G06E0003000000;computer systems based on specific computational models G06N;neural networks for image data processing G06T;analogue/digital conversion. in general H03M0001000000),0,0,0,0,1,1,0,0,1,1,11,11,9,9,2,2,2,2,0,0
G06K,-0.6651,-0.3048,1,617,2374256,GRAPHICAL DATA READING (image or video recognition or understanding G06V); PRESENTATION OF DATA; RECORD CARRIERS; HANDLING RECORD CARRIERS,5454,5454,8009,8009,12577,12577,20434,20434,30179,30179,38166,38166,39569,39569,17041,17041,842,842,432,432
G06M,-0.6364,-0.2565,1,516,70205,COUNTING MECHANISMS; COUNTING OF OBJECTS NOT OTHERWISE PROVIDED FOR (counting by measuring volume or weight of articles to be counted G01F. G01G;adaptation of counters to electricity meters in electromechanical arrangements for measuring time integral of electric power or current G01R0011160000;computers G06C-G06J;counting electric pulses H03K;counting characters. words or messages in switching networks for transmission of digital information H04L0012080000;metering arrangements in telephonic systems H04M0015000000),30,30,39,39,53,53,60,60,44,44,62,62,70,70,41,41,56,56,15,15
G06N,-0.7816,-0.2148,1,595,1537466,COMPUTING ARRANGEMENTS BASED ON SPECIFIC COMPUTATIONAL MODELS,3001,3001,6478,6478,14083,14083,25397,25397,42756,42756,59663,59663,71223,71223,70834,70834,71505,71505,48781,48781
G06Q,-0.7252,-0.194,1,628,2768090,INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR ADMINISTRATIVE. COMMERCIAL. FINANCIAL. MANAGERIAL OR SUPERVISORY PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE. COMMERCIAL. FINANCIAL. MANAGERIAL OR SUPERVISORY PURPOSES. NOT OTHERWISE PROVIDED FOR,2121,2121,3647,3647,6346,6346,10040,10040,13964,13964,16956,16956,19894,19894,20697,20697,21307,21307,14481,14481
G06T,-0.6745,-0.245,1,603,2493859,IMAGE DATA PROCESSING OR GENERATION. IN GENERAL,7867,7867,9610,9610,13470,13470,17921,17921,24525,24525,29210,29210,33712,33712,34379,34379,31162,31162,18303,18303
G06V,-0.8041,-0.2255,1,563,983504,IMAGE OR VIDEO RECOGNITION OR UNDERSTANDING,1854,1854,2220,2220,3700,3700,5660,5660,7621,7621,8498,8498,17956,17956,44245,44245,44369,44369,27817,27817
G07B,-0.9749,-0.3463,1,388,156445,TICKET-ISSUING APPARATUS; TAXIMETERS; ARRANGEMENTS OR APPARATUS FOR COLLECTING FARES. TOLLS OR ENTRANCE FEES AT ONE OR MORE CONTROL POINTS;  FRANKING APPARATUS,47,47,72,72,91,91,118,118,156,156,215,215,181,181,124,124,96,96,58,58
G07C,-0.826,-0.1246,1,561,597429,TIME OR ATTENDANCE REGISTERS; REGISTERING OR INDICATING THE WORKING OF MACHINES; GENERATING RANDOM NUMBERS; VOTING OR LOTTERY APPARATUS; ARRANGEMENTS. SYSTEMS OR APPARATUS FOR CHECKING NOT PROVIDED FOR ELSEWHERE,326,326,610,610,1082,1082,1619,1619,2388,2388,3435,3435,2901,2901,2174,2174,1873,1873,693,693
G07D,-0.7344,-0.4813,1,440,211770,HANDLING OF COINS OR OF VALUABLE PAPERS. e.g. TESTING. SORTING BY DENOMINATIONS. COUNTING. DISPENSING. CHANGING OR DEPOSITING,65,65,70,70,72,72,105,105,82,82,83,83,47,47,47,47,34,34,8,8
G07F,-0.7688,-0.306,1,548,595675,COIN-FREED OR LIKE APPARATUS (coin sorting G07D0003000000;coin testing G07D0005000000),109,109,153,153,313,313,626,626,572,572,671,671,698,698,484,484,373,373,125,125
G07G,-0.9989,-0.3952,1,347,129553,REGISTERING THE RECEIPT OF CASH. VALUABLES. OR TOKENS (digital computing in general G06C. G06F),35,35,54,54,93,93,201,201,206,206,240,240,190,190,118,118,74,74,36,36
G08B,-0.6065,-0.015,1,625,1139428,SIGNALLING OR CALLING SYSTEMS; ORDER TELEGRAPHS; ALARM SYSTEMS,541,541,827,827,1124,1124,1383,1383,1905,1905,2606,2606,2621,2621,2459,2459,2090,2090,1326,1326
G08C,-0.8253,-0.0631,1,571,529096,TRANSMISSION SYSTEMS FOR MEASURED VALUES. CONTROL OR SIMILAR SIGNALS (fluid pressure transmission systems F15B; mechanical means for transferring the output of a sensing member into a different variable G01D0005000000; mechanical control systems G05G),247,247,510,510,630,630,593,593,592,592,685,685,473,473,312,312,242,242,92,92
G08G,-0.8665,0.0397,1,473,859358,TRAFFIC CONTROL SYSTEMS (guiding railway traffic. ensuring the safety of railway traffic B61L;radar or analogous systems. sonar systems or lidar systems specially adapted for traffic control G01S0013910000. G01S0015880000. G01S0017880000;radar or analogous systems. sonar systems or lidar systems specially adapted for anti-collision purposes G01S0013930000. G01S0015930000. G01S0017930000;control of position. course. altitude or attitude of land. water. air or space vehicles. not being specific to a traffic environment G05D0001000000),1112,1112,1879,1879,2552,2552,2770,2770,2980,2980,3366,3366,2975,2975,2694,2694,2421,2421,1346,1346
G09B,-0.839,-0.2854,1,608,551174,EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING. OR COMMUNICATING WITH. THE BLIND. DEAF OR MUTE; MODELS; PLANETARIA; GLOBES; MAPS; DIAGRAMS,377,377,673,673,915,915,1247,1247,1631,1631,1734,1734,1523,1523,1130,1130,892,892,381,381
G09C,-1.222,-0.3839,1,308,164148,CIPHERING OR DECIPHERING APPARATUS FOR CRYPTOGRAPHIC OR OTHER PURPOSES INVOLVING THE NEED FOR SECRECY,5,5,14,14,15,15,9,9,27,27,31,31,11,11,19,19,6,6,4,4
G09D,-0.9913,-0.5425,1,257,7950,RAILWAY OR LIKE TIME OR FARE TABLES; PERPETUAL CALENDARS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
G09F,-0.4187,-0.2884,1,628,1390113,DISPLAYING; ADVERTISING; SIGNS; LABELS OR NAME-PLATES; SEALS,70,70,110,110,227,227,226,226,267,267,307,307,311,311,241,241,194,194,59,59
G09G,-0.7592,-0.3042,1,526,1103260,ARRANGEMENTS OR CIRCUITS FOR CONTROL OF INDICATING DEVICES USING STATIC MEANS TO PRESENT VARIABLE INFORMATION  (arrangements for transferring data between digital computers and displays G06F0003140000; static indicating arrangements comprising an association of a number of separate sources or light control cells G09F0009000000; static indicating arrangements comprising integral associations of a number of light sources H01J. H01K. H05B0033120000. H10H; scanning. transmission or reproduction of documents or the like. e.g. facsimile transmission. details thereof H04N0001000000),600,600,538,538,697,697,639,639,653,653,524,524,460,460,401,401,339,339,183,183
