id,x,y,cluster,weight<Links>,weight<Total link strength>,label,score<AI2015>,Weight<AICount2015>,score<AI2016>,Weight<AICount2016>,score<AI2017>,Weight<AICount2017>,score<AI2018>,Weight<AICount2018>,score<AI2019>,Weight<AICount2019>,score<AI2020>,Weight<AICount2020>,score<AI2021>,Weight<AICount2021>,score<AI2022>,Weight<AICount2022>,score<AI2023>,Weight<AICount2023>,score<AI2024>,Weight<AICount2024>
B01D,0.5573,0.2351,3,643,3559564,SEPARATION (separating solids from solids by wet methods B03B. B03D. by pneumatic jigs or tables B03B. by other dry methods B07;magnetic or electrostatic separation of solid materials from solid materials or fluids. separation by high-voltage electric fields B03C;centrifuges B04B; vortex apparatus B04C;presses per se for squeezing-out liquid from liquid-containing material B30B0009020000),49,49,80,80,129,129,186,186,267,267,540,540,583,583,539,539,432,432,226,226
B01F,0.6326,0.1105,3,605,902639,MIXING. e.g. DISSOLVING. EMULSIFYING OR DISPERSING  (mixing paints B44D0003060000),11,11,21,21,77,77,143,143,117,117,229,229,153,153,143,143,149,149,73,73
B01J,0.7025,0.1603,3,631,3645830,CHEMICAL OR PHYSICAL PROCESSES. e.g. CATALYSIS OR COLLOID CHEMISTRY; THEIR RELEVANT APPARATUS,2,2,15,15,14,14,21,21,28,28,43,43,39,39,57,57,48,48,39,39
B01L,0.4331,-0.0046,3,547,436542,CHEMICAL OR PHYSICAL LABORATORY APPARATUS FOR GENERAL USE,14,14,40,40,53,53,49,49,86,86,104,104,95,95,87,87,68,68,31,31
B02B,1.0081,0.0637,3,386,28814,PREPARING GRAIN FOR MILLING; REFINING GRANULAR FRUIT TO COMMERCIAL PRODUCTS BY WORKING THE SURFACE (making dough from cereals directly A21C;preservation or sterilisation of cereals A23B;cleaning fruit A23N;preparation of malt C12C),0,0,2,2,0,0,2,2,3,3,1,1,5,5,5,5,3,3,2,2
B02C,0.6742,0.0868,3,589,487935,CRUSHING. PULVERISING. OR DISINTEGRATING IN GENERAL; MILLING GRAIN (obtaining metallic powder by crushing. grinding or milling B22F0009040000),6,6,16,16,76,76,84,84,64,64,132,132,92,92,100,100,95,95,58,58
B03B,0.9144,0.1922,3,486,123255,SEPARATING SOLID MATERIALS USING LIQUIDS OR USING PNEUMATIC TABLES OR JIGS,0,0,1,1,7,7,4,4,5,5,13,13,7,7,16,16,11,11,9,9
B03C,0.618,0.2347,3,574,206594,MAGNETIC OR ELECTROSTATIC SEPARATION OF SOLID MATERIALS FROM SOLID MATERIALS OR FLUIDS; SEPARATION BY HIGH-VOLTAGE ELECTRIC FIELDS (separating isotopes B01D0059000000;combinations of magnetic or electrostatic separation with separation of solids by other means B03B. B07B),0,0,3,3,11,11,17,17,30,30,24,24,39,39,31,31,26,26,11,11
B03D,1.0452,0.2089,3,386,54178,FLOTATION; DIFFERENTIAL SEDIMENTATION (in combination with other separation of solids B03B;sink-float separation B03B0005280000),1,1,1,1,2,2,3,3,7,7,8,8,6,6,8,8,13,13,7,7
B04B,0.6153,0.1875,3,519,87917,CENTRIFUGES (high-speed drum mills B02C0019110000),0,0,4,4,5,5,2,2,3,3,7,7,15,15,5,5,9,9,5,5
B04C,0.7915,0.3801,3,477,70949,APPARATUS USING FREE VORTEX FLOW. e.g. CYCLONES (exhaust or silencing apparatus for machines or engines having means for removing solid constituents of exhaust. using inertial or centrifugal separators F01N0003037000;cyclonic type combustion apparatus F23),8,8,2,2,3,3,2,2,0,0,1,1,4,4,1,1,3,3,1,1
B05B,0.1727,0.0638,2,629,795654,SPRAYING APPARATUS; ATOMISING APPARATUS; NOZZLES (spray-mixers with nozzles B01F0025720000;processes for applying liquids or other fluent materials to surfaces by spraying B05D),284,284,293,293,396,396,618,618,710,710,1016,1016,1011,1011,980,980,868,868,333,333
B05C,0.1832,-0.3181,2,603,556318,APPARATUS FOR APPLYING FLUENT MATERIALS TO SURFACES. IN GENERAL (spraying apparatus. atomising apparatus. nozzles B05B;plant for applying liquids or other fluent materials to objects by electrostatic spraying B05B0005080000),77,77,95,95,196,196,242,242,259,259,301,301,299,299,297,297,273,273,106,106
B05D,0.2567,-0.2354,2,631,1109426,PROCESSES FOR APPLYING FLUENT MATERIALS TO SURFACES. IN GENERAL (conveying articles or workpieces through baths of liquid B65G. e.g. B65G0049020000),72,72,52,52,71,71,91,91,101,101,151,151,148,148,162,162,173,173,95,95
B06B,-0.4523,0.0013,1,570,152446,GENERATING OR TRANSMITTING MECHANICAL VIBRATIONS IN GENERAL (for particular physical or chemical processes. see the relevant subclasses. e.g. B07B0001400000. B22C0019060000. B23Q0017120000. B24B0031060000. E01C0019220000;measurement of mechanical vibrations. including the combination of generation and measurement. G01H;systems using reflection or reradiation of acoustic waves G01S0015000000;generating seismic energy for prospecting G01V0001020000;control of mechanical vibrations G05D0019000000;methods or devices for transmitting. conducting or directing sound. in general G10K0011000000;synthesis of acoustic waves G10K0015020000;piezoelectric. electrostrictive or magnetostrictive elements H10N0030000000. H10N0035000000;motors with vibrating magnet. armature or coil H02K0033000000;motors using piezoelectric effect. electrostriction or magnetostriction H02N0002000000;generation of electrical oscillations H03B;electromechanical resonators as resonant circuit elements H03H;loudspeakers. microphones. gramophone pick-ups or like acoustic electromechanical transducers H04R),1,1,4,4,10,10,14,14,8,8,12,12,17,17,3,3,9,9,2,2
B07B,0.741,0.086,3,570,315419,SEPARATING SOLIDS FROM SOLIDS BY SIEVING. SCREENING. SIFTING OR BY USING GAS CURRENTS; SEPARATING BY OTHER DRY METHODS APPLICABLE TO BULK MATERIAL. e.g. LOOSE ARTICLES FIT TO BE HANDLED LIKE BULK MATERIAL (wet separating processes. sorting by processes using fluent material in the same way as liquid B03;combinations of dry separating apparatus with wet separating apparatus B03B;using liquids B03B. B03D;sorting by magnetic or electrostatic separation of solid materials from solid materials or fluids. separation by high voltage electric fields B03C;centrifuges or vortex apparatus for carrying out physical processes B04;hand sorting. postal sorting. sorting by switching or other devices actuated in response to detection or measurement of some feature of articles or samples of material B07C),6,6,28,28,63,63,54,54,61,61,92,92,99,99,60,60,78,78,34,34
B07C,-0.0153,-0.1834,1,562,193956,POSTAL SORTING; SORTING INDIVIDUAL ARTICLES. OR BULK MATERIAL FIT TO BE SORTED PIECE-MEAL. e.g. BY PICKING (specially adapted for a specific purpose covered by another class. see the relevant place. e.g. A43D0033060000. B23Q0007120000),138,138,238,238,429,429,571,571,794,794,1000,1000,991,991,1000,1000,834,834,391,391
B08B,0.2317,0.0378,3,635,1367136,CLEANING IN GENERAL; PREVENTION OF FOULING IN GENERAL ,253,253,358,358,552,552,811,811,1165,1165,1967,1967,2277,2277,2100,2100,2470,2470,1092,1092
B09B,0.7364,0.2023,3,578,389988,DISPOSAL OF SOLID WASTE NOT OTHERWISE PROVIDED FOR,6,6,12,12,14,14,19,19,35,35,39,39,45,45,48,48,46,46,19,19
B09C,0.9718,0.2183,3,386,113692,RECLAMATION OF CONTAMINATED SOIL (gatherers for removing stones or the like from the soil A01B0043000000;  sterilising soil by steam A01G0011000000;    removing undesirable matter. e.g. rubbish. from the land E01H0015000000),0,0,0,0,1,1,6,6,14,14,5,5,5,5,7,7,13,13,2,2
B21B,0.2187,0.2074,5,547,298934,ROLLING OF METAL (auxiliary operations used in connection with metal-working operations covered in B21. seeB21C;bending by rolling B21D;manufacture of particular objects. e.g. screws. wheels. rings. barrels. balls. by rolling B21H;pressure welding by means of a rolling mill B23K0020040000),15,15,10,10,32,32,23,23,36,36,50,50,89,89,87,87,72,72,52,52
B21C,0.1291,0.1167,5,565,329100,MANUFACTURE OF METAL SHEETS. WIRE. RODS. TUBES. PROFILES OR LIKE SEMI-MANUFACTURED PRODUCTS OTHERWISE THAN BY ROLLING; AUXILIARY OPERATIONS USED IN CONNECTION WITH METAL-WORKING WITHOUT ESSENTIALLY REMOVING MATERIAL,28,28,31,31,40,40,58,58,79,79,75,75,70,70,79,79,71,71,47,47
B21D,0.0574,0.0861,5,621,682114,WORKING OR PROCESSING OF SHEET METAL OR METAL TUBES. RODS OR PROFILES WITHOUT ESSENTIALLY REMOVING MATERIAL; PUNCHING METAL (working or processing of wire B21F),165,165,247,247,281,281,307,307,320,320,351,351,347,347,290,290,268,268,89,89
B21F,-0.0064,-0.0897,5,520,126875,WORKING OR PROCESSING OF METAL WIRE (rolling of metal B21B;by drawing. auxiliary operations used in connection with metal-working without essentially removing material B21C;bundling articles B65B0013000000),25,25,29,29,35,35,36,36,47,47,66,66,54,54,66,66,51,51,23,23
B21G,0.0515,-0.1474,5,243,10709,MAKING NEEDLES. PINS OR NAILS OF METAL,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
B21H,0.078,0.2855,5,399,51805,MAKING PARTICULAR METAL OBJECTS BY ROLLING. e.g. SCREWS. WHEELS. RINGS. BARRELS. BALLS (essentially from sheet metal B21D),1,1,3,3,4,4,3,3,5,5,6,6,9,9,3,3,4,4,2,2
B21J,0.0736,0.2418,5,510,176324,FORGING; HAMMERING; PRESSING METAL; RIVETING; FORGE FURNACES (rolling of metal B21B;making particular products by forging or pressing B21K;cladding or plating B23K;finishing surfaces by hammering B23P0009040000;compacting surfaces by blasting with particulate material B24C0001100000;general features of presses. presses for consolidating scrap B30B;furnaces in general F27),73,73,58,58,62,62,65,65,84,84,92,92,75,75,72,72,77,77,14,14
B21K,0.0337,0.2774,5,483,143178,MAKING FORGED OR PRESSED METAL PRODUCTS. e.g. HORSE-SHOES. RIVETS. BOLTS OR WHEELS (making particular articles by working sheet metal without essentially removing material B21D;processing wire B21F;making pins. needles or nails B21G;making particular articles by rolling B21H;forging machines. pressing machines. hammering machines. in general B21J;making chains B21L;plating B23K),7,7,11,11,14,14,10,10,19,19,34,34,19,19,15,15,20,20,9,9
B21L,-0.1483,0.0293,5,221,8041,MAKING METAL CHAINS (making chains or chain links by casting B22D0025020000;chains in general F16G),0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1
B22C,0.4067,0.306,5,539,162977,FOUNDRY MOULDING (moulding refractory materials in general B28B),16,16,14,14,33,33,55,55,40,40,66,66,65,65,47,47,45,45,19,19
B22D,0.315,0.3397,5,584,487460,CASTING OF METALS; CASTING OF OTHER SUBSTANCES BY THE SAME PROCESSES OR DEVICES (shaping of plastics or substances in a plastic state B29C;metallurgical processing. selection of substances to be added to metal C21. C22),57,57,86,86,167,167,193,193,209,209,222,222,194,194,167,167,142,142,69,69
B22F,0.2715,0.148,5,582,686747,WORKING METALLIC POWDER; MANUFACTURE OF ARTICLES FROM METALLIC POWDER; MAKING METALLIC POWDER (making alloys by powder metallurgy C22C); APPARATUS OR DEVICES SPECIALLY ADAPTED FOR METALLIC POWDER,18,18,29,29,44,44,59,59,91,91,96,96,107,107,95,95,105,105,62,62
B23B,0.0274,0.0312,5,575,459249,TURNING; BORING (using an electrode which takes the place of a tool B23H. e.g. making holes B23H0009140000;working by laser beam B23K0026000000;arrangements for copying or controlling B23Q),46,46,69,69,93,93,112,112,102,102,157,157,139,139,108,108,84,84,41,41
B23C,0.0894,-0.0088,5,474,144053,MILLING (broaching B23D;broach-milling in making gears B23F;arrangements for copying or controlling B23Q),12,12,32,32,32,32,33,33,33,33,53,53,67,67,30,30,40,40,25,25
B23D,0.1403,-0.116,5,559,326605,PLANING; SLOTTING; SHEARING; BROACHING; SAWING; FILING; SCRAPING; LIKE OPERATIONS FOR WORKING METAL BY REMOVING MATERIAL. NOT OTHERWISE PROVIDED FOR (making toothed gears or the like B23F;cutting metal by applying heat locally B23K;arrangements for copying or controlling B23Q),29,29,54,54,43,43,106,106,96,96,130,130,108,108,108,108,86,86,27,27
B23F,0.0339,0.1591,5,346,33677,MAKING GEARS OR TOOTHED RACKS (by stamping B21D;by rolling B21H;by forging or pressing B21K;by casting B22;arrangements for copying or controlling B23Q;machines or devices for grinding or polishing. in general B24B),3,3,6,6,12,12,9,9,6,6,9,9,23,23,16,16,8,8,8,8
B23G,0.0323,0.1153,5,342,35019,THREAD CUTTING; WORKING OF SCREWS. BOLT HEADS OR NUTS. IN CONJUNCTION THEREWITH (thread-forming by corrugating tubes B21D0015040000; by rolling B21H0003020000;by forging. pressing or hammering B21K0001560000; making helical grooves by turning B23B0005480000;by milling B23C0003320000;by grinding B24B0019020000; arrangements for copying or controlling B23Q),2,2,2,2,5,5,8,8,16,16,9,9,7,7,6,6,5,5,3,3
B23H,0.1261,0.1396,5,442,59506,WORKING OF METAL BY THE ACTION OF A HIGH CONCENTRATION OF ELECTRIC CURRENT ON A WORKPIECE USING AN ELECTRODE WHICH TAKES THE PLACE OF A TOOL; SUCH WORKING COMBINED WITH OTHER FORMS OF WORKING OF METAL (processes for the electrolytic or electrophoretic production of coatings. electroforming. or apparatus therefor C25D;processes for the electrolytic removal of material from objects C25F;manufacturing printed circuits using precipitation techniques to apply the conductive material to form the desired conductive pattern H05K0003180000),18,18,31,31,30,30,37,37,23,23,23,23,14,14,24,24,14,14,6,6
B23K,-0.0134,0.0738,5,628,1021439,SOLDERING OR UNSOLDERING; WELDING; CLADDING OR PLATING BY SOLDERING OR WELDING; CUTTING BY APPLYING HEAT LOCALLY. e.g. FLAME CUTTING; WORKING BY LASER BEAM (making metal-coated products by extruding metal B21C0023220000;building up linings or coverings by casting B22D0019080000;casting by dipping B22D0023040000;manufacture of composite layers by sintering metal powder B22F0007000000;arrangements on machine tools for copying or controlling B23Q;covering metals or covering materials with metals. not otherwise provided for C23C;burners F23D),1027,1027,1422,1422,1650,1650,2206,2206,2513,2513,3067,3067,3077,3077,2925,2925,2812,2812,1170,1170
B23P,-0.0191,0.1487,5,616,675277,METAL-WORKING NOT OTHERWISE PROVIDED FOR; COMBINED OPERATIONS; UNIVERSAL MACHINE TOOLS (arrangements for copying or controlling B23Q),360,360,536,536,635,635,790,790,800,800,924,924,902,902,830,830,788,788,309,309
B23Q,0.012,-0.0095,5,607,869373,DETAILS. COMPONENTS. OR ACCESSORIES FOR MACHINE TOOLS. e.g. ARRANGEMENTS FOR COPYING OR CONTROLLING (tools of the kind used in lathes or boring machines B23B0027000000); MACHINE TOOLS IN GENERAL. CHARACTERISED BY THE CONSTRUCTION OF PARTICULAR DETAILS OR COMPONENTS; COMBINATIONS OR ASSOCIATIONS OF METAL-WORKING MACHINES. NOT DIRECTED TO A PARTICULAR RESULT,238,238,347,347,482,482,607,607,676,676,709,709,790,790,654,654,604,604,257,257
B24B,0.1544,-0.0845,5,603,513714,MACHINES. DEVICES. OR PROCESSES FOR GRINDING OR POLISHING (by electro-erosion B23H;abrasive or related blasting B24C; electrolytic etching or polishing C25F0003000000); DRESSING OR CONDITIONING OF ABRADING SURFACES; FEEDING OF GRINDING. POLISHING. OR LAPPING AGENTS,212,212,341,341,564,564,692,692,821,821,973,973,952,952,749,749,787,787,323,323
B24C,0.2642,0.0882,5,519,75752,ABRASIVE OR RELATED BLASTING WITH PARTICULATE MATERIAL,16,16,23,23,40,40,59,59,70,70,70,70,80,80,58,58,68,68,30,30
B24D,0.3214,-0.141,5,511,148951,TOOLS FOR GRINDING. BUFFING OR SHARPENING (abrading-bodies specially designed for tumbling apparatus. e.g. abrading-balls B24B0031140000;honing tools B24B0033080000;lapping tools B24B0037110000),8,8,4,4,16,16,16,16,15,15,11,11,16,16,3,3,4,4,3,3
B25B,-0.1513,0.0541,5,596,367807,TOOLS OR BENCH DEVICES NOT OTHERWISE PROVIDED FOR. FOR FASTENING. CONNECTING. DISENGAGING. OR HOLDING,42,42,33,33,85,85,140,140,197,197,315,315,294,294,275,275,292,292,90,90
B25C,-0.1385,-0.0256,5,428,45417,HAND-HELD NAILING OR STAPLING TOOLS; MANUALLY-OPERATED PORTABLE STAPLING TOOLS (manufacturing footwear A43D),0,0,2,2,2,2,2,2,1,1,2,2,2,2,0,0,4,4,0,0
B25D,-0.1135,0.2852,5,449,81220,PERCUSSIVE TOOLS,0,0,1,1,0,0,1,1,2,2,3,3,3,3,2,2,1,1,1,1
B25F,-0.1129,0.0792,5,472,118060,COMBINATION OR MULTI-PURPOSE TOOLS NOT OTHERWISE PROVIDED FOR; DETAILS OR COMPONENTS OF PORTABLE POWER-DRIVEN TOOLS NOT PARTICULARLY RELATED TO THE OPERATIONS PERFORMED AND NOT OTHERWISE PROVIDED FOR,1,1,2,2,7,7,15,15,12,12,15,15,17,17,13,13,19,19,7,7
B25G,-0.0857,-0.0336,5,446,62776,HANDLES FOR HAND IMPLEMENTS (attaching the blades or the like to handles of hand tools for soil working A01B0001220000;handles of hand implements for harvesting A01D0001140000;handles integral with brushware A46B),0,0,0,0,0,0,1,1,1,1,3,3,0,0,2,2,1,1,0,0
B25H,-0.2237,-0.0618,5,526,136799,WORKSHOP EQUIPMENT. e.g. FOR MARKING-OUT WORK; STORAGE MEANS FOR WORKSHOPS,19,19,35,35,60,60,110,110,133,133,224,224,199,199,149,149,203,203,36,36
B25J,-0.3075,0.0736,1,603,524174,MANIPULATORS; CHAMBERS PROVIDED WITH MANIPULATION DEVICES (robotic devices for individually picking fruits. vegetables. hops or the like A01D0046300000;needle manipulators for surgery A61B0017062000;manipulators associated with rolling mills B21B0039200000;manipulators associated with forging machines B21J0013100000;means for holding wheels or parts thereof B60B0030000000;cranes B66C;arrangements for handling fuel or other materials which are used within nuclear reactors G21C0019000000;structural combination of manipulators with cells or rooms shielded against radiation G21F0007060000),7453,7453,11990,11990,15206,15206,17970,17970,20414,20414,21098,21098,21352,21352,19801,19801,16914,16914,7254,7254
B26B,0.0914,-0.2169,5,536,98262,HAND-HELD CUTTING TOOLS NOT OTHERWISE PROVIDED FOR (for harvesting A01D;for horticulture. for forestry A01G;for butchering or meat treatment A22;for manufacturing or repairing footwear A43D;nail clippers or cutters A45D0029020000;kitchen equipment A47J;for surgical purposes A61B0017000000;for metal B23D;cutting by abrasive fluid jets B24C0005020000;plier-like tools with cutting edges B25B0007220000;pincers B25C0011020000;handles for hand implements. in general B25G;guillotine-type cutters B26D;for erasing B43L0019000000;for textile materials D06H),4,4,10,10,4,4,13,13,24,24,34,34,28,28,28,28,19,19,2,2
B26D,0.2385,-0.411,2,592,476696,CUTTING; DETAILS COMMON TO MACHINES FOR PERFORATING. PUNCHING. CUTTING-OUT. STAMPING-OUT OR SEVERING (disintegrating by knives or other cutting or tearing members which chop material into fragments B02C0018000000;cutting by abrasive fluid jets B24C0005020000;hand-held cutting tools B26B),39,39,57,57,87,87,100,100,119,119,127,127,115,115,124,124,77,77,52,52
B26F,0.1513,-0.4704,2,548,247257,PERFORATING; PUNCHING; CUTTING-OUT; STAMPING-OUT; SEVERING BY MEANS OTHER THAN CUTTING (marking-out. perforating or making buttonholes A41H0025000000; manufacturing footwear A43D; surgery A61B; punching metal B21D; drilling metal B23B; cutting of metal by applying heat locally. e.g. flame cutting. B23K; cutting by abrasive fluid jets B24C0005020000; details common to machines for severing B26D; drilling wood B27C; drilling stone B28D; working of plastics or substances in a plastic state B29; making boxes. cartons. envelopes or bags. of paper or similarly worked materials. e.g. metal foil. B31B; of glass C03B; of leather C14B; of textile materials D06H; for light guides G02B0006250000; of tickets G07B),10,10,31,31,31,31,47,47,41,41,46,46,46,46,35,35,21,21,14,14
B27B,0.2585,-0.2469,5,466,112976,SAWS FOR WOOD OR SIMILAR MATERIAL; COMPONENTS OR ACCESSORIES THEREFOR (saws specially adapted for pruning or debranching A01G0003080000;sawing apparatus specially adapted for felling trees A01G0023091000;features not restricted to a particular type of wood saw B23D. e.g. attaching saw blades B23D0051000000;machine tool frames. beds. pillars or like members. in general B23Q0001010000),13,13,12,12,15,15,17,17,11,11,2,2,14,14,8,8,6,6,2,2
B27C,0.351,-0.4271,5,364,67786,PLANING. DRILLING. MILLING. TURNING OR UNIVERSAL MACHINES FOR WOOD OR SIMILAR MATERIAL  (machine tools in general B23;working wood using abrasive. e.g. sanding. devices B24;tools for these purposes B27G),0,0,7,7,28,28,45,45,31,31,15,15,17,17,7,7,16,16,5,5
B27D,0.4695,-0.5075,5,407,80733,WORKING VENEER OR PLYWOOD (applying liquids or other fluent materials to surfaces in general B05;grinding. sanding. or polishing of wood B24;applying adhesives or glue to surfaces of wood B27G0011000000;manufacture of veneer B27L0005000000),3,3,1,1,4,4,2,2,4,4,1,1,3,3,3,3,3,3,1,1
B27F,0.1254,-0.3874,5,345,40627,DOVETAILED WORK; TENONS; SLOTTING MACHINES FOR WOOD OR SIMILAR MATERIAL; NAILING OR STAPLING MACHINES (hand-held nailing or stapling tools B25C;manufacture of cases. trunks or boxes from wood B27M0003340000;connections for building structures in general. e.g. dowels for use in building constructions E04B0001380000;jointing elements in general. e.g. dowels in general. F16B),2,2,4,4,6,6,3,3,11,11,8,8,8,8,6,6,1,1,3,3
B27G,0.3684,-0.4019,5,427,91266,ACCESSORY MACHINES OR APPARATUS FOR WORKING WOOD OR SIMILAR MATERIALS; TOOLS FOR WORKING WOOD OR SIMILAR MATERIALS (tools for grinding B24D;sawing tools B27B0033000000;tools for slotting or mortising machines B27F0005020000;tools for the manufacture of wood shavings. chips. powder or the like B27L0011000000); SAFETY DEVICES FOR WOOD WORKING MACHINES OR TOOLS,9,9,21,21,10,10,23,23,10,10,11,11,16,16,9,9,5,5,4,4
B27H,0.5901,-0.5586,5,198,6908,BENDING WOOD OR SIMILAR MATERIAL; COOPERAGE; MAKING WHEELS FROM WOOD OR SIMILAR MATERIAL,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
B27J,0.6107,-0.5916,5,310,18015,MECHANICAL WORKING OF CANE. CORK. OR SIMILAR MATERIALS,1,1,2,2,3,3,2,2,8,8,1,1,3,3,3,3,1,1,1,1
B27K,0.675,-0.4017,5,487,96527,PROCESSES. APPARATUS OR SELECTION OF SUBSTANCES FOR IMPREGNATING. STAINING. DYEING OR BLEACHING OF WOOD. OR FOR TREATING OF WOOD WITH PERMEANT LIQUIDS. NOT OTHERWISE PROVIDED FOR; CHEMICAL OR PHYSICAL TREATMENT OF CORK. CANE. REED. STRAW OR SIMILAR MATERIALS,4,4,2,2,0,0,2,2,3,3,1,1,0,0,1,1,1,1,0,0
B27L,0.5899,-0.4052,5,392,40799,REMOVING BARK OR VESTIGES OF BRANCHES (forestry A01G); SPLITTING WOOD; MANUFACTURE OF VENEER. WOODEN STICKS. WOOD SHAVINGS. WOOD FIBRES OR WOOD POWDER,0,0,1,1,4,4,2,2,1,1,0,0,5,5,2,2,2,2,0,0
B27M,0.3813,-0.4562,5,464,94572,WORKING OF WOOD NOT PROVIDED FOR IN SUBCLASSES B27B-B27L; MANUFACTURE OF SPECIFIC WOODEN ARTICLES,2,2,5,5,7,7,13,13,14,14,11,11,15,15,8,8,5,5,4,4
B27N,0.5821,-0.446,2,478,113046,MANUFACTURE BY DRY PROCESSES OF ARTICLES. WITH OR WITHOUT ORGANIC BINDING AGENTS. MADE FROM PARTICLES OR FIBRES CONSISTING OF WOOD OR OTHER LIGNOCELLULOSIC OR LIKE ORGANIC MATERIAL (containing cementitious material B28B;shaping of substances in a plastic state B29C;fibreboards made from fibrous suspensions D21J;drying F26B0017000000),0,0,2,2,3,3,1,1,5,5,4,4,5,5,3,3,4,4,0,0
B28B,0.2504,0.0624,6,588,368086,SHAPING CLAY OR OTHER CERAMIC COMPOSITIONS; SHAPING SLAG; SHAPING MIXTURES CONTAINING CEMENTITIOUS MATERIAL. e.g. PLASTER (foundry moulding B22C;working stone or stone-like material B28D;shaping of substances in a plastic state. in general B29C;making layered products not composed wholly of these substances B32B),19,19,37,37,32,32,87,87,95,95,72,72,77,77,87,87,77,77,52,52
B28C,0.392,0.2277,3,480,106918,PREPARING CLAY; PRODUCING MIXTURES CONTAINING CLAY OR CEMENTITIOUS MATERIAL. e.g. PLASTER (preparing material for foundry moulds B22C0005000000),7,7,10,10,11,11,26,26,14,14,29,29,21,21,22,22,28,28,13,13
B28D,0.1078,-0.044,5,485,155316,WORKING STONE OR STONE-LIKE MATERIALS (machinery for. or methods of. mining or quarrying E21C),6,6,21,21,37,37,50,50,39,39,42,42,64,64,45,45,71,71,24,24
B29B,0.4509,-0.2214,2,602,730005,PREPARATION OR PRETREATMENT OF THE MATERIAL TO BE SHAPED; MAKING GRANULES OR PREFORMS; RECOVERY OF PLASTICS OR OTHER CONSTITUENTS OF WASTE MATERIAL CONTAINING PLASTICS,7,7,13,13,32,32,26,26,24,24,46,46,41,41,29,29,24,24,11,11
B29C,0.1412,-0.2622,2,640,3813167,SHAPING OR JOINING OF PLASTICS; SHAPING OF MATERIAL IN A PLASTIC STATE. NOT OTHERWISE PROVIDED FOR; AFTER-TREATMENT OF THE SHAPED PRODUCTS. e.g. REPAIRING (making preforms B29B0011000000;  making laminated products by combining previously unconnected layers which become one product whose layers will remain together B32B0037000000-B32B0041000000),240,240,345,345,442,442,638,638,687,687,670,670,637,637,607,607,523,523,276,276
B29D,0.1075,-0.3682,2,619,918184,PRODUCING PARTICULAR ARTICLES FROM PLASTICS OR FROM SUBSTANCES IN A PLASTIC STATE (making granules B29B0009000000;making preforms B29B0011000000),7,7,25,25,24,24,35,35,21,21,24,24,28,28,37,37,24,24,11,11
B29K,0.2181,-0.3416,2,595,891376,INDEXING SCHEME ASSOCIATED WITH SUBCLASSES B29B. B29C OR B29D. RELATING TO MOULDING MATERIALS OR TO MATERIALS FOR REINFORCEMENTS. FILLERS OR PREFORMED PARTS. e.g. INSERTS,11,11,9,9,13,13,15,15,12,12,16,16,9,9,14,14,6,6,6,6
B29L,0.1292,-0.3377,2,602,1022641,INDEXING SCHEME ASSOCIATED WITH SUBCLASS B29C. RELATING TO PARTICULAR ARTICLES,12,12,47,47,69,69,83,83,101,101,105,105,91,91,91,91,108,108,47,47
