id,x,y,cluster,weight<Links>,weight<Total link strength>,label
C12M,0.8757,-0.0797,3,541,604452,APPARATUS FOR ENZYMOLOGY OR MICROBIOLOGY  (installations for fermenting manure A01C0003020000; preservation of living parts of humans or animals A01N0001100000; brewing apparatus C12C; fermentation apparatus for wine C12G; apparatus for preparing vinegar C12J0001100000)
C12N,1.1232,-0.1813,3,583,5498886,MICROORGANISMS OR ENZYMES; COMPOSITIONS THEREOF; PROPAGATING. PRESERVING. OR MAINTAINING MICROORGANISMS; MUTATION OR GENETIC ENGINEERING; CULTURE MEDIA (microbiological testing media C12Q0001000000)
C12P,1.282,-0.1883,3,521,2537341,FERMENTATION OR ENZYME-USING PROCESSES TO SYNTHESISE A DESIRED CHEMICAL COMPOUND OR COMPOSITION OR TO SEPARATE OPTICAL ISOMERS FROM A RACEMIC MIXTURE
C12Q,0.9068,-0.2197,3,521,2281910,MEASURING OR TESTING PROCESSES INVOLVING ENZYMES. NUCLEIC ACIDS OR MICROORGANISMS (immunoassay G01N0033530000); COMPOSITIONS OR TEST PAPERS THEREFOR; PROCESSES OF PREPARING SUCH COMPOSITIONS; CONDITION-RESPONSIVE CONTROL IN MICROBIOLOGICAL OR ENZYMOLOGICAL PROCESSES
C12R,1.3586,-0.1867,3,436,1557377,INDEXING SCHEME ASSOCIATED WITH SUBCLASSES C12C-C12Q. RELATING TO MICROORGANISMS
C13B,1.3556,-0.0277,3,338,34479,PRODUCTION OF SUCROSE; APPARATUS SPECIALLY ADAPTED THEREFOR (chemically synthesised sugars or sugar derivatives C07H; fermentation or enzyme-using processes for preparing compounds containing saccharide radicals C12P0019000000)
C13K,1.5327,-0.1657,3,246,50797,SACCHARIDES OBTAINED FROM NATURAL SOURCES OR BY HYDROLYSIS OF NATURALLY OCCURRING DISACCHARIDES. OLIGOSACCHARIDES OR POLYSACCHARIDES (production of sucrose C13B;chemically synthesised sugars or sugar derivatives C07H;polysaccharides. e.g. starch. derivatives thereof C08B;malt C12C;fermentation or enzyme-using processes for preparing compounds containing saccharide radicals C12P0019000000)
C14B,0.4255,-0.7126,2,379,20407,MECHANICAL TREATMENT OR PROCESSING OF SKINS. HIDES. OR LEATHER IN GENERAL; PELT-SHEARING MACHINES; INTESTINE-SPLITTING MACHINES (mechanical cleaning of hides or the like D06G)
C14C,0.7838,-0.5737,2,376,50455,TREATING SKINS. HIDES OR LEATHER WITH CHEMICALS. ENZYMES OR MICROORGANISMS. e.g. TANNING. IMPREGNATING OR FINISHING; APPARATUS THEREFOR; COMPOSITIONS FOR TANNING (bleaching  of leather or furs D06L;dyeing of leather or furs D06P)
C21B,0.7261,0.622,7,455,161870,MANUFACTURE OF IRON OR STEEL (preliminary treatment of ferrous ores or scrap C22B0001000000)
C21C,0.603,0.5672,7,487,206800,PROCESSING OF PIG-IRON. e.g. REFINING. MANUFACTURE OF WROUGHT-IRON OR STEEL; TREATMENT IN MOLTEN STATE OF FERROUS ALLOYS
C21D,0.2456,0.2953,5,572,641518,MODIFYING THE PHYSICAL STRUCTURE OF FERROUS METALS; GENERAL DEVICES FOR HEAT TREATMENT OF FERROUS OR NON-FERROUS METALS OR ALLOYS; MAKING METAL MALLEABLE. e.g. BY DECARBURISATION OR TEMPERING (cementation by diffusion processes C23C;surface treatment of metallic material involving at least one process provided for in class C23 and at least one process covered by this subclass C23F0017000000;unidirectional solidification of eutectic materials or unidirectional demixing of eutectoid materials C30B)
C22B,0.7195,0.3918,3,547,429672,PRODUCTION OR REFINING OF METALS (making metallic powder or suspensions thereof B22F0009000000; production of metals by electrolysis or electrophoresis  C25); PRETREATMENT OF RAW MATERIALS
C22C,0.2141,0.2436,5,612,1253798,ALLOYS (treatment of alloys C21D. C22F)
C22F,0.251,0.3063,5,470,281908,CHANGING THE PHYSICAL STRUCTURE OF NON-FERROUS METALS OR NON-FERROUS ALLOYS (processes specific to heat treatment of ferrous alloys or steels and devices for heat treatment of metals or alloys C21D)
C23C,0.1399,0.0535,5,626,1647438,COATING METALLIC MATERIAL; COATING MATERIAL WITH METALLIC MATERIAL; SURFACE TREATMENT OF METALLIC MATERIAL BY DIFFUSION INTO THE SURFACE. BY CHEMICAL CONVERSION OR SUBSTITUTION; COATING BY VACUUM EVAPORATION. BY SPUTTERING. BY ION IMPLANTATION OR BY CHEMICAL VAPOUR DEPOSITION. IN GENERAL (making metal-coated products by extrusion B21C0023220000;covering with metal by connecting pre-existing layers to articles. see the relevant places. e.g. B21D0039000000. B23K;metallising of glass C03C;metallising mortars. concrete. artificial stone. ceramics or natural stone C04B0041000000;enamelling of. or applying a vitreous layer to. metals C23D;treating metal surfaces or coating of metals by electrolysis or electrophoresis C25D;single-crystal film growth C30B;by metallising textiles D06M0011830000;decorating textiles by locally metallising D06Q0001040000)
C23D,0.4219,0.0664,5,331,24370,ENAMELLING OF. OR APPLYING A VITREOUS LAYER TO. METALS
C23F,0.3244,0.043,5,577,374992,NON-MECHANICAL REMOVAL OF METALLIC MATERIAL FROM SURFACES (working of metal by electro-erosion B23H;desurfacing by applying flames B23K0007000000;working metal by laser beam B23K0026000000); INHIBITING CORROSION OF METALLIC MATERIAL; INHIBITING INCRUSTATION IN GENERAL (treating metal surfaces or coating of metals by electrolysis or electrophoresis C25D. C25F); MULTI-STEP PROCESSES FOR SURFACE TREATMENT OF METALLIC MATERIAL INVOLVING AT LEAST ONE PROCESS PROVIDED FOR IN CLASS C23 AND AT LEAST ONE PROCESS COVERED BY SUBCLASS C21D OR C22F OR CLASS C25
C23G,0.5237,0.0713,5,515,169848,CLEANING OR DEGREASING OF METALLIC MATERIAL BY CHEMICAL METHODS OTHER THAN ELECTROLYSIS
C25B,0.6379,0.2429,3,544,270711,ELECTROLYTIC OR ELECTROPHORETIC PROCESSES FOR THE PRODUCTION OF COMPOUNDS OR NON- METALS; APPARATUS THEREFOR (anodic or cathodic protection C23F0013000000;single-crystal growth C30B)
C25C,0.6722,0.3225,3,448,95426,PROCESSES FOR THE ELECTROLYTIC PRODUCTION. RECOVERY OR REFINING OF METALS; APPARATUS THEREFOR (anodic or cathodic protection C23F0013000000;single-crystal growth C30B)
C25D,0.2485,0.0059,5,587,396231,PROCESSES FOR THE ELECTROLYTIC OR ELECTROPHORETIC PRODUCTION OF COATINGS; ELECTROFORMING (manufacturing printed circuits by metal deposition H05K0003180000); JOINING WORKPIECES BY ELECTROLYSIS; APPARATUS THEREFOR (anodic or cathodic protection C23F0013000000;single-crystal growth C30B)
C25F,0.3366,0.0379,5,423,65282,PROCESSES FOR THE ELECTROLYTIC REMOVAL OF MATERIALS FROM OBJECTS; APPARATUS THEREFOR (treatment of water. waste water or sewage by electrochemical methods C02F0001460000;anodic or cathodic protection C23F0013000000)
C30B,0.1595,-0.0054,1,511,338294,SINGLE-CRYSTAL GROWTH (by using ultra-high pressure. e.g. for the formation of diamonds. B01J0003060000); UNIDIRECTIONAL SOLIDIFICATION OF EUTECTIC MATERIAL OR UNIDIRECTIONAL DEMIXING OF EUTECTOID MATERIAL; REFINING BY ZONE-MELTING OF MATERIAL (zone-refining of metals or alloys C22B); PRODUCTION OF A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE (casting of metals. casting of other substances by the same processes or devices B22D;working of plastics B29;modifying the physical structure of metals or alloys C21D. C22F); SINGLE CRYSTALS OR HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE; AFTER-TREATMENT OF SINGLE CRYSTALS OR A HOMOGENEOUS POLYCRYSTALLINE MATERIAL WITH DEFINED STRUCTURE (for producing semiconductor devices or parts thereof H01L. H10); APPARATUS THEREFOR
C40B,1.0259,-0.2027,3,327,214762,COMBINATORIAL CHEMISTRY; LIBRARIES. e.g. CHEMICAL LIBRARIES   (in silico combinatorial libraries of nucleic acids. proteins or peptides G16B0035000000;in silico combinatorial chemistry G16C0020600000)
C99Z,1.3115,-0.276,3,63,387,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
D01B,0.8254,-0.6316,2,337,15225,MECHANICAL TREATMENT OF NATURAL FIBROUS OR FILAMENTARY MATERIAL TO OBTAIN FIBRES OR FILAMENTS. e.g. FOR SPINNING (crude extraction of asbestos fibres from ores B03B;apparatus for retting D01C)
D01C,0.9584,-0.6735,2,291,12794,CHEMICAL OR BIOLOGICAL TREATMENT OF NATURAL FILAMENTARY OR FIBROUS MATERIAL TO OBTAIN FILAMENTS OR FIBRES FOR SPINNING; CARBONISING RAGS TO RECOVER ANIMAL FIBRES
D01D,0.563,-0.6664,2,531,282994,MECHANICAL METHODS OR APPARATUS IN THE MANUFACTURE OF MAN-MADE FILAMENTS. THREADS. FIBRES. BRISTLES OR RIBBONS (working or processing of metal wire B21F;fibres or filaments of softened glass. minerals or slag C03B0037000000)
D01F,0.5614,-0.5698,2,557,587024,CHEMICAL FEATURES IN THE MANUFACTURE OF MAN-MADE FILAMENTS. THREADS. FIBRES. BRISTLES OR RIBBONS; APPARATUS SPECIALLY ADAPTED FOR THE MANUFACTURE OF CARBON FILAMENTS
D01G,0.5349,-0.703,2,443,54878,PRELIMINARY TREATMENT OF FIBRES. e.g. FOR SPINNING (winding or unwinding. conducting or guiding laps. webs. slivers. or rovings in general. sliver or roving cans. depositing in sliver or roving cans B65H;preparation of fibres for paper-making D21)
D01H,0.3228,-0.7765,2,483,88706,SPINNING OR TWISTING (twisting oakum D01G0035000000;crimping or curling of fibres. filaments. or yarns D02G0001000000)
D02G,0.4336,-0.7737,2,527,229411,CRIMPING OR CURLING FIBRES. FILAMENTS. YARNS. OR THREADS; YARNS OR THREADS
D02H,0.3079,-1.0295,2,203,11906,WARPING. BEAMING. OR LEASING
D02J,0.5397,-0.8686,2,441,87223,FINISHING OR DRESSING OF FILAMENTS. YARNS. THREADS. CORDS. ROPES. OR THE LIKE (curling or crimping D02G;by treatment with liquids. gases or vapours D06B;finishing other than by liquid treatment. of yarns in warp or sheet form D06C;for chemical matters. seeD06L. D06M. D06P. D06Q;treatment during rope-making. apparatus for treating ropes auxiliary to rope-making D07B)
D03C,0.1649,-0.9266,2,293,16383,SHEDDING MECHANISMS; PATTERN CARDS OR CHAINS; PUNCHING OF CARDS; DESIGNING PATTERNS
D03D,0.2764,-0.7752,2,569,305914,WOVEN FABRICS; METHODS OF WEAVING; LOOMS
D03J,0.3254,-1.008,2,308,25770,AUXILIARY WEAVING APPARATUS; WEAVERS' TOOLS; SHUTTLES
D04B,0.2537,-0.817,2,514,151764,KNITTING
D04C,0.2772,-0.7107,2,405,27659,BRAIDING OR MANUFACTURE OF LACE. INCLUDING BOBBIN-NET OR CARBONISED LACE; BRAIDING MACHINES; BRAID; LACE (machines for making soles from strips of material A43D0029000000;cane working B27J0001000000)
D04D,0.2025,-0.8904,2,305,17115,TRIMMINGS; RIBBONS. TAPES. OR BANDS. NOT OTHERWISE PROVIDED FOR (fittings or trimmings for hats. e.g. hat bands. A42C0005000000;decorating art B44;yarns or threads D02G;weaving D03;braid or lace D04C;non-woven fabrics D04H)
D04G,0.309,-0.8211,2,238,7363,MAKING NETS BY KNOTTING OF FILAMENTARY MATERIAL; MAKING KNOTTED CARPETS OR TAPESTRIES; KNOTTING NOT OTHERWISE PROVIDED FOR (binding knotters for harvesters A01D0059040000;wire netting B21F;tying articles by knotting B65B;knotting in association with winding or unwinding B65H0069000000;knotting in weaving D03J)
D04H,0.4211,-0.5754,2,570,499118,MAKING TEXTILE FABRICS. e.g. FROM FIBRES OR FILAMENTARY MATERIAL (weaving D03;knitting D04B;braiding D04C;net-making D04G;sewing D05B;tufting D05C;finishing non-woven fabrics D06); FABRICS MADE BY SUCH PROCESSES OR APPARATUS. e.g. FELTS. NON-WOVEN FABRICS; COTTON-WOOL; WADDING (non-woven fabrics having an intermediate or external layer of a different kind. e.g. of woven fabric. B32B)
D05B,0.0712,-0.7609,2,489,66690,SEWING (appliances for the tailoring trade A41H;sewing tables A47B0029000000;sewing in bookbinding B42B0002000000;sewing machines modified for knitting D04B0039080000)
D05C,0.1965,-0.8932,2,366,38731,EMBROIDERING (programme-controlled sewing machines with embroidering capability D05B0019000000. D05B0021000000); TUFTING (making non-woven fabrics D04H;sewing D05B)
D06B,0.5097,-0.7552,2,508,173641,TREATING TEXTILE MATERIALS USING LIQUIDS. GASES OR VAPOURS (mechanical treatment of natural fibrous or filamentary material to obtain fibres or filaments D01B)
D06C,0.4378,-0.7932,2,480,152394,FINISHING. DRESSING. TENTERING OR STRETCHING TEXTILE FABRICS
D06F,0.1361,-0.1042,6,580,219218,LAUNDERING. DRYING. IRONING. PRESSING OR FOLDING TEXTILE ARTICLES
D06G,0.4577,-0.8494,2,274,25761,MECHANICAL OR PRESSURE CLEANING OF CARPETS. RUGS. SACKS. HIDES. OR OTHER SKIN OR TEXTILE ARTICLES OR FABRICS; TURNING INSIDE-OUT FLEXIBLE TUBULAR OR OTHER HOLLOW ARTICLES
D06H,0.2688,-0.7589,2,444,88408,MARKING. INSPECTING. SEAMING OR SEVERING TEXTILE MATERIALS (seaming by sewing D05B)
D06J,0.3269,-0.9191,2,162,5627,PLEATING. KILTING OR GOFFERING TEXTILE FABRICS OR WEARING APPAREL (by sewing D05B)
D06L,0.9778,-0.5137,3,402,126998,DRY-CLEANING. WASHING OR BLEACHING FIBRES. FILAMENTS. THREADS. YARNS. FABRICS. FEATHERS OR MADE-UP FIBROUS GOODS; BLEACHING LEATHER OR FURS
D06M,0.5817,-0.5572,2,585,705234,TREATMENT. NOT PROVIDED FOR ELSEWHERE IN CLASS D06. OF FIBRES. THREADS. YARNS. FABRICS. FEATHERS OR FIBROUS GOODS MADE FROM SUCH MATERIALS
D06N,0.3814,-0.5882,2,503,222657,WALL. FLOOR. OR LIKE COVERING MATERIALS. e.g. LINOLEUM. OILCLOTH. ARTIFICIAL LEATHER. ROOFING FELT. CONSISTING OF A FIBROUS WEB COATED WITH A LAYER OF MACROMOLECULAR MATERIAL; FLEXIBLE SHEET MATERIAL NOT OTHERWISE PROVIDED FOR
D06P,0.7048,-0.6484,2,488,294795,DYEING OR PRINTING TEXTILES; DYEING LEATHER. FURS OR SOLID MACROMOLECULAR SUBSTANCES IN ANY FORM
D06Q,0.3639,-0.8451,2,329,36112,DECORATING TEXTILES (textile threads. filaments. yarns or tow. glued on macromolecular material D06N0007000000)
D07B,0.0871,-0.3819,2,478,70003,ROPES OR CABLES IN GENERAL (joining ropes or cables to one another or to other objects B65H0069000000. F16G0011000000;mechanical finishing or dressing of ropes D02J;decorative ropes or cords D04D;suspension cables for bridges E01D0019160000;specially adapted for driving. or for being driven by. pulleys or other gearing elements F16G0009000000;electric cables or joints insofar as electrical aspects are essential H01B. H01R)
D21B,1.0741,-0.2855,3,374,65328,FIBROUS RAW MATERIALS OR THEIR MECHANICAL TREATMENT
D21C,1.0858,-0.216,3,453,151208,PRODUCTION OF CELLULOSE BY REMOVING NON-CELLULOSE SUBSTANCES FROM CELLULOSE- CONTAINING MATERIALS; REGENERATION OF PULPING LIQUORS; APPARATUS THEREFOR
D21D,1.0474,-0.1953,3,358,59138,TREATMENT OF THE MATERIALS BEFORE PASSING TO THE PAPER-MAKING MACHINE
D21F,0.6359,-0.4093,2,513,167891,PAPER-MAKING MACHINES; METHODS OF PRODUCING PAPER THEREON
D21G,0.5165,-0.4096,2,363,65150,CALENDERS; ACCESSORIES FOR PAPER-MAKING MACHINES (winders or rewinders for finished products. means for adjustment of wrinkles or lateral extensions B65H)
D21H,0.6329,-0.4164,2,557,560788,PULP COMPOSITIONS; PREPARATION THEREOF NOT COVERED BY SUBCLASSES D21C. D21D; IMPREGNATING OR COATING OF PAPER; TREATMENT OF FINISHED PAPER NOT COVERED BY CLASS B31 OR SUBCLASS D21G; PAPER NOT OTHERWISE PROVIDED FOR
D21J,0.6857,-0.4534,2,378,35196,FIBREBOARD; MANUFACTURE OF ARTICLES FROM CELLULOSIC FIBROUS SUSPENSIONS OR FROM PAPIER-MÂCHÉ (manufacture of articles by dry processes B27N)
D99Z,0.3901,-0.4789,2,20,26,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
E01B,-0.542,0.4476,4,491,94307,PERMANENT WAY; PERMANENT-WAY TOOLS; MACHINES FOR MAKING RAILWAYS OF ALL KINDS (derailing or rerailing blocks on track. track brakes or retarders B61K;removal of foreign matter from the permanent way. vegetation control. applying liquids E01H)
E01C,-0.037,0.1856,6,557,302246,CONSTRUCTION OF. OR SURFACES FOR. ROADS. SPORTS GROUNDS. OR THE LIKE; MACHINES OR AUXILIARY TOOLS FOR CONSTRUCTION OR REPAIR (forming road or like surfaces by compacting or grading snow or ice E01H)
E01D,-0.2385,0.3059,6,447,154869,BRIDGES (bridges extending between terminal buildings and aircraft for embarking or disembarking passengers B64F0001305000)
E01F,-0.3738,0.1342,6,519,244914,ADDITIONAL WORK. SUCH AS EQUIPPING ROADS OR THE CONSTRUCTION OF PLATFORMS. HELICOPTER LANDING STAGES. SIGNS. SNOW FENCES. OR THE LIKE
E01H,-0.0468,0.3313,6,493,101237,STREET CLEANING; CLEANING OF PERMANENT WAYS; CLEANING BEACHES; CLEANING LAND; DISPERSING FOG IN GENERAL (mowers convertible to apparatus for sweeping or cleaning lawns or other surfaces. e.g. to remove snow. or capable of sweeping or cleaning lawns or other surfaces A01D0042060000;cleaning in general B08B)
E02B,-0.1279,0.4592,6,563,309809,HYDRAULIC ENGINEERING (ship-lifting E02C;dredging E02F)
E02C,-0.4563,0.6712,6,181,3021,SHIP-LIFTING DEVICES OR MECHANISMS
E02D,-0.1124,0.3422,6,578,525454,FOUNDATIONS; EXCAVATIONS; EMBANKMENTS (specially adapted for hydraulic engineering E02B); UNDERGROUND OR UNDERWATER STRUCTURES
E02F,-0.2783,0.4784,4,539,317513,DREDGING; SOIL-SHIFTING (winning peat E21C0049000000)
E03B,0.0598,0.415,6,528,209974,INSTALLATIONS OR METHODS FOR OBTAINING. COLLECTING. OR DISTRIBUTING WATER (drilling wells. obtaining fluids in general from wells E21B;pipe-line systems in general F17D)
E03C,0.1353,0.3401,6,487,184440,DOMESTIC PLUMBING INSTALLATIONS FOR FRESH WATER OR WASTE WATER (not connected to either water-supply main or to waste pipe A47K;devices of the kind used in the ground E03B. E03F); SINKS
E03D,0.0728,0.2507,6,453,106614,WATER-CLOSETS OR URINALS WITH FLUSHING DEVICES; FLUSHING VALVES THEREFOR
E03F,0.0704,0.4137,6,486,233754,SEWERS; CESSPOOLS
E04B,-0.0991,0.0892,6,619,1183831,GENERAL BUILDING CONSTRUCTIONS; WALLS. e.g. PARTITIONS; ROOFS; FLOORS; CEILINGS; INSULATION OR OTHER PROTECTION OF BUILDINGS (border constructions of openings in walls. floors. or ceilings E06B0001000000)
E04C,0.0012,0.0175,6,588,592815,STRUCTURAL ELEMENTS; BUILDING MATERIALS (for bridges E01D;specially designed for insulation or other protection E04B;elements used as building aids E04G;for mining E21;for tunnels E21D;structural elements with broader range of application than for building engineering F16. particularly F16S)
E04D,-0.0411,0.1495,6,539,290370,ROOF COVERINGS; SKY-LIGHTS; GUTTERS; ROOF-WORKING TOOLS (coverings of outer walls by plaster or other porous material E04F0013000000)
E04F,-0.001,-0.0255,6,588,625210,FINISHING WORK ON BUILDINGS. e.g. STAIRS. FLOORS (windows. doors E06B)
E04G,-0.1454,0.1955,6,575,488835,SCAFFOLDING; FORMS; SHUTTERING; BUILDING IMPLEMENTS OR AIDS. OR THEIR USE; HANDLING BUILDING MATERIALS ON THE SITE; REPAIRING. BREAKING-UP OR OTHER WORK ON EXISTING BUILDINGS
E04H,-0.2766,0.1335,6,612,732203,BUILDINGS OR LIKE STRUCTURES FOR PARTICULAR PURPOSES; SWIMMING OR SPLASH BATHS OR POOLS; MASTS; FENCING; TENTS OR CANOPIES. IN GENERAL (foundations E02D)
E05B,-0.7164,0.0672,6,574,439748,LOCKS; ACCESSORIES THEREFOR; HANDCUFFS
E05C,-0.7152,0.116,6,515,204768,BOLTS OR FASTENING DEVICES FOR WINGS. SPECIALLY FOR DOORS OR WINDOWS (latching means for sideboard or tailgate structures for vehicles B62D0033037000;fastening devices for constructional or engineering elements E04. F16B;locks. fastening devices structurally or operatively combined or having significant cooperation with locks E05B;means for operating or controlling wing fasteners in conjunction with mechanisms for moving the wing E05F)
E05D,-0.5872,0.1153,6,530,253710,HINGES OR SUSPENSION DEVICES FOR DOORS. WINDOWS OR WINGS (pivotal connections in general F16C0011000000)
E05F,-0.626,0.1675,6,536,336994,DEVICES FOR MOVING WINGS INTO OPEN OR CLOSED POSITION; CHECKS FOR WINGS; WING FITTINGS NOT OTHERWISE PROVIDED FOR. CONCERNED WITH THE FUNCTIONING OF THE WING
E05G,-0.8674,-0.1352,6,344,34437,SAFES OR STRONG-ROOMS FOR VALUABLES; BANK PROTECTION DEVICES; SAFETY TRANSACTION PARTITIONS (alarm arrangements per seG08B)
E06B,-0.3663,0.0121,6,604,623815,FIXED OR MOVABLE CLOSURES FOR OPENINGS IN BUILDINGS. VEHICLES. FENCES. OR LIKE ENCLOSURES. IN GENERAL. e.g. DOORS. WINDOWS. BLINDS. GATES (shades or blinds for greenhouses A01G0009220000;curtains A47H;lids for car boots or bonnets B62D0025100000;sky-lights E04B0007180000;sunshades. awnings E04F0010000000)
E06C,-0.4253,0.2335,6,427,43663,LADDERS (E04F0011000000 takes precedence;step-stools A47C0012000000;adaptation of ladders to use on ships B63B. to use on aircraft B64;scaffolding E04G)
E21B,-0.0569,0.3887,4,597,651353,EARTH OR ROCK DRILLING; OBTAINING OIL. GAS. WATER. SOLUBLE OR MELTABLE MATERIALS OR A SLURRY OF MINERALS FROM WELLS
E21C,-0.105,0.5371,4,479,111443,MINING OR QUARRYING
E21D,-0.1745,0.476,4,519,199549,SHAFTS; TUNNELS; GALLERIES; LARGE UNDERGROUND CHAMBERS (soil-conditioning or soil-stabilising materials C09K0017000000;cutting machines for mining or quarrying E21C;safety devices. transport. rescue. ventilation or drainage E21F)
E21F,-0.2379,0.51,4,507,142469,SAFETY DEVICES. TRANSPORT. FILLING-UP. RESCUE. VENTILATION. OR DRAINAGE IN OR OF MINES OR TUNNELS
E99Z,-0.3003,0.2859,6,45,61,SUBJECT MATTER NOT OTHERWISE PROVIDED FOR IN THIS SECTION
F01B,-0.1645,1.0056,4,483,94380,MACHINES OR ENGINES. IN GENERAL OR OF POSITIVE-DISPLACEMENT TYPE. e.g. STEAM ENGINES  (of rotary-piston or oscillating-piston type F01C;of non-positive-displacement type F01D; internal-combustion engines F02B; combustion-product engine plants F02G; machines or engines. other than of positive-displacement type. for liquids F03B;  positive-displacement engines driven by liquids F03C;  wind motors F03D;  positive displacement machines for liquids F04B;  rotary-piston. or oscillating-piston. positive-displacement machines for liquids F04C)
F01C,-0.1164,1.1039,4,409,97438,ROTARY-PISTON OR OSCILLATING-PISTON MACHINES OR ENGINES (combustion engines F02;internal-combustion aspects F02B0053000000. F02B0055000000;machines for liquids F03. F04)
F01D,0.0797,0.7563,4,563,476940,NON-POSITIVE-DISPLACEMENT MACHINES OR ENGINES. e.g. STEAM TURBINES (combustion engines F02;machines or engines for liquids F03. F04;non-positive-displacement pumps F04D)
F01K,0.3204,0.9523,4,455,180183,STEAM ENGINE PLANTS; STEAM ACCUMULATORS; ENGINE PLANTS NOT OTHERWISE PROVIDED FOR; ENGINES USING SPECIAL WORKING FLUIDS OR CYCLES (gas-turbine or jet-propulsion plants F02;steam generation F22;nuclear power plants. engine arrangements therein G21D)
F01L,-0.224,0.9142,4,459,190762,CYCLICALLY OPERATING VALVES FOR MACHINES OR ENGINES
F01M,-0.11,0.8935,4,434,180667,LUBRICATING OF MACHINES OR ENGINES IN GENERAL; LUBRICATING INTERNAL-COMBUSTION ENGINES; CRANKCASE VENTILATING
F01N,0.0586,0.6949,4,550,507887,GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR MACHINES OR ENGINES IN GENERAL; GAS-FLOW SILENCERS OR EXHAUST APPARATUS FOR INTERNAL-COMBUSTION ENGINES (arrangements in connection with gas exhaust of propulsion units in vehicles B60K0013000000;combustion-air intake silencers specially adapted for. or arranged on. internal-combustion engines F02M0035000000;protecting against. or damping. noise in general G10K0011160000)
F01P,-0.1975,0.8924,4,455,226834,COOLING OF MACHINES OR ENGINES IN GENERAL; COOLING OF INTERNAL-COMBUSTION ENGINES (arrangements in connection with cooling of propulsion units in vehicles B60K0011000000;heat-transfer. heat-exchange or heat-storage materials C09K0005000000;heat-exchange in general. radiators F28)
F02B,-0.1537,0.8033,4,580,880121,INTERNAL-COMBUSTION PISTON ENGINES; COMBUSTION ENGINES IN GENERAL (gas-turbine plants F02C;hot-gas or combustion-product positive-displacement engine plants F02G)
F02C,0.1297,0.8622,4,509,397998,GAS-TURBINE PLANTS; AIR INTAKES FOR JET-PROPULSION PLANTS; CONTROLLING FUEL SUPPLY IN AIR-BREATHING JET-PROPULSION PLANTS (construction of turbines F01D;jet-propulsion plants F02K;construction of compressors or fans F04;combustion apparatus in which combustion takes place in a fluidised bed of fuel or other particles F23C0010000000;generating combustion products of high pressure or high velocity F23R;using gas turbines in compression refrigeration plants F25B0011000000)
F02D,-0.3359,0.7526,4,525,853855,CONTROLLING COMBUSTION ENGINES  (vehicle fittings. acting on a single sub-unit only. for automatically controlling vehicle speed B60K0031000000; conjoint control of vehicle sub-units of different type or different function. road vehicle drive control systems for purposes other than the control of a single sub-unit B60W)
F02F,-0.138,0.8824,4,438,268252,CYLINDERS. PISTONS. OR CASINGS FOR COMBUSTION ENGINES; ARRANGEMENTS OF SEALINGS IN COMBUSTION ENGINES
F02G,0.0884,1.0176,4,431,87037,HOT-GAS OR COMBUSTION-PRODUCT POSITIVE-DISPLACEMENT ENGINE PLANTS (steam engine plants. special vapour plants. plants operating on either hot gas or combustion-product gases together with other fluid F01K;gas-turbine plants F02C;jet-propulsion plants F02K); USE OF WASTE HEAT OF COMBUSTION ENGINES. NOT OTHERWISE PROVIDED FOR
F02K,-0.1532,0.8223,4,442,109544,JET-PROPULSION PLANTS (arrangement or mounting of jet-propulsion plants in land vehicles or vehicles in general B60K;arrangement or mounting of jet-propulsion plants in waterborne vessels B63H;controlling aircraft attitude. flight direction or altitude by jet reaction B64C0015000000. B64U0050100000;arrangement or mounting of jet-propulsion plants in aircraft B64D0027000000. B64U0050100000;plants characterised by the power of the working fluid being divided between jet propulsion and another form of propulsion. e.g. propeller. F02B. F02C;features of jet-propulsion plants common to gas-turbine plants. air intakes or fuel supply control of air-breathing jet-propulsion plants F02C)
F02M,-0.1389,0.7767,4,575,693381,SUPPLYING COMBUSTION ENGINES IN GENERAL WITH COMBUSTIBLE MIXTURES OR CONSTITUENTS THEREOF
F02N,-0.4976,0.8452,4,410,133779,STARTING OF COMBUSTION ENGINES; STARTING AIDS FOR SUCH ENGINES. NOT OTHERWISE PROVIDED FOR
F02P,-0.4041,0.7749,4,426,169502,IGNITION. OTHER THAN COMPRESSION IGNITION. FOR INTERNAL-COMBUSTION ENGINES; TESTING OF IGNITION TIMING IN COMPRESSION-IGNITION ENGINES  (specially adapted for rotary-piston or oscillating-piston engines F02B0053120000; ignition of combustion apparatus in general. glowing plugs F23Q; measuring of physical variables in general G01; controlling in general G05; data processing in general G06; electrical components in general. see section H; sparking plugs H01T)
F03B,-0.2387,0.716,4,494,111249,MACHINES OR ENGINES FOR LIQUIDS (machines or engines for liquids and elastic fluids F01;positive-displacement engines for liquids F03C;positive-displacement machines for liquids F04)
F03C,-0.1853,1.0894,4,366,52328,POSITIVE-DISPLACEMENT ENGINES DRIVEN BY LIQUIDS (positive-displacement engines for liquids and elastic fluids F01;positive-displacement machines for liquids F04;fluid-pressure actuators F15B;fluid gearing F16H)
